DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P6210;P6210S1;P1366;P756;P756S3;P755;P755S3;P753;P753S3;P1662;P6080;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P1906S9;P3038;P3039
647747;237;3;1;3;136.70779931;6;600;2;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;1;1
647747;237;4;1;4;136.70779931;5;510;6;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;;
647748;237;1;1;1;165.16655664;5;511;6;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;1;2
647749;237;1;1;1;111.76214519;4;407;3;1;;1;;1;;;3;4;4;4;1;3;3;3;4;3;2;1
647749;237;2;1;2;111.76214519;5;511;3;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
647750;237;2;1;2;143.29338507;3;301;2;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
647750;237;3;1;3;143.29338507;6;602;6;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;1;2
647750;237;4;1;4;143.29338507;3;304;6;1;;1;;1;;;3;4;4;4;4;4;4;4;4;3;2;1
647750;237;5;1;5;143.29338507;1;100;4;2;;2;;1;;;9;3;4;2;3;3;2;3;3;1;1;2
647750;237;1;1;1;143.29338507;3;300;2;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;2;1
647751;237;1;1;1;149.95286528;6;615;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
647751;237;2;1;2;149.95286528;6;603;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
647752;237;1;1;1;145.40192668;4;409;6;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
647753;237;1;1;1;111.76214519;4;407;2;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;2;1
647753;237;2;1;2;111.76214519;4;406;2;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
647754;237;1;1;1;177.32180256;5;511;6;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;1;2
647754;237;2;1;2;177.32180256;6;605;3;1;;1;;1;;;3;4;4;4;4;4;4;4;4;4;1;2
647755;237;1;1;1;887.81889765;3;302;3;1;;1;;1;;;9;3;4;3;3;4;4;4;4;3;2;1
647755;237;2;1;2;887.81889765;3;301;3;2;;1;;1;;;9;3;4;2;3;3;2;3;4;4;1;2
647755;237;3;1;3;887.81889765;3;305;5;1;;2;;2;;7;9;4;4;4;2;2;4;4;4;4;2;1
647756;237;1;1;1;791.50776699;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647756;237;3;2;1;791.50776699;3;301;5;1;;1;;1;;;9;3;4;4;4;4;4;4;4;4;1;2
647756;237;4;3;1;791.50776699;5;513;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;3
647757;237;1;1;1;487.61976587;6;611;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647757;237;2;1;2;487.61976587;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
647758;237;1;1;1;533.61838127;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647758;237;2;1;2;533.61838127;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647760;237;1;1;1;691.39044959;6;612;3;1;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647760;237;2;1;2;691.39044959;6;602;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647761;237;1;1;1;668.27100679;6;600;3;2;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
647761;237;2;1;2;668.27100679;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647762;237;1;1;1;583.8241008;6;600;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647762;237;2;1;2;583.8241008;5;512;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647763;237;1;1;1;474.54271868;3;305;5;2;;2;;1;;;9;3;3;2;2;4;4;4;4;4;1;2
647763;237;2;1;2;474.54271868;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647765;237;1;1;1;528.56385638;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647765;237;2;1;2;528.56385638;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647765;237;3;1;3;528.56385638;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647766;237;1;1;1;1172.1231721;4;406;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647767;237;1;1;1;420.56420482;6;600;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647767;237;2;1;2;420.56420482;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647767;237;3;1;3;420.56420482;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647767;237;4;1;4;420.56420482;4;409;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647768;237;1;1;1;637.6072752;6;600;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647768;237;2;1;2;637.6072752;6;600;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647769;237;1;1;1;447.19780632;6;602;6;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647769;237;2;1;2;447.19780632;6;602;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647769;237;3;1;3;447.19780632;6;602;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
647770;237;1;1;1;725.74035941;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647771;237;1;1;1;550.58107349;6;602;6;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647773;237;1;1;1;980.42582208;3;303;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647773;237;2;1;2;980.42582208;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647773;237;3;1;3;980.42582208;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647775;237;1;1;1;71.098645671;5;511;2;2;;2;;1;;;9;4;4;2;4;4;4;4;4;4;1;2
647775;237;2;1;2;71.098645671;6;610;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647775;237;3;1;3;71.098645671;5;511;1;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647775;237;4;1;4;71.098645671;4;409;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647776;237;1;1;1;92.766326636;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647776;237;2;1;2;92.766326636;3;305;2;1;;1;;1;;;9;4;4;3;3;3;4;4;4;4;1;2
647777;237;1;1;1;89.936091438;3;305;2;2;;1;;1;;;9;3;4;3;3;4;4;4;4;4;2;1
647777;237;2;1;2;89.936091438;1;100;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647777;237;3;1;3;89.936091438;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647778;237;1;1;1;71.11186447;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647778;237;2;1;2;71.11186447;4;406;2;2;;1;;1;;;1;4;4;4;4;4;4;4;4;4;1;2
647779;237;1;1;1;75.868636044;1;100;4;1;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
647780;237;1;1;1;70.272466924;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647782;237;3;1;3;104.62935991;4;409;6;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;;
647782;237;1;1;1;104.62935991;5;511;2;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647782;237;2;1;2;104.62935991;5;511;2;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647783;237;1;1;1;120.43283288;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647784;237;1;1;1;95.090464541;6;600;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647784;237;2;1;2;95.090464541;6;600;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647785;237;1;1;1;89.225097405;4;408;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
647785;237;2;1;2;89.225097405;4;406;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647785;237;3;1;3;89.225097405;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647785;237;4;1;4;89.225097405;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647787;237;1;1;1;108.9626969;5;513;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647787;237;2;1;2;108.9626969;5;513;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647788;237;1;1;1;91.298001057;5;511;6;2;;1;;1;;;9;3;4;3;4;4;4;4;4;4;2;1
647788;237;2;1;2;91.298001057;3;301;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647789;237;1;1;1;82.050272801;3;303;2;2;;1;;1;;;5;4;4;4;3;4;4;4;4;4;2;1
647789;237;2;1;2;82.050272801;3;305;2;2;;1;;1;;;5;4;4;3;3;4;4;4;4;4;1;2
647789;237;3;1;3;82.050272801;6;603;6;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
647789;237;4;1;4;82.050272801;6;602;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
647789;237;5;1;5;82.050272801;4;408;6;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
647790;237;1;1;1;81.04232729;3;305;5;2;;1;;1;;;1;4;4;2;2;3;4;4;4;4;2;1
647791;237;1;1;1;71.845078567;3;304;2;2;;1;;1;;;9;3;4;3;3;3;3;3;3;3;1;1
647791;237;2;1;2;71.845078567;3;302;2;2;;1;;1;;;9;3;3;3;4;3;3;4;4;4;2;1
647791;237;3;1;3;71.845078567;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647792;237;1;1;1;63.774767432;6;610;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647794;237;1;1;1;63.609788932;5;512;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647794;237;2;1;2;63.609788932;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647796;237;1;1;1;1321.2299779;5;513;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
647796;237;2;1;2;1321.2299779;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647797;237;1;1;1;1492.3913535;4;407;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647797;237;2;1;2;1492.3913535;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647797;237;3;1;3;1492.3913535;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647798;237;1;1;1;1793.3259594;5;511;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647798;237;2;1;2;1793.3259594;3;302;4;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
647798;237;3;1;3;1793.3259594;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647798;237;4;1;4;1793.3259594;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647798;237;5;1;5;1793.3259594;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647799;237;1;1;1;958.30451388;1;100;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647800;237;1;1;1;1011.2569287;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647802;237;1;1;1;767.31464773;4;408;2;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647802;237;2;1;2;767.31464773;4;407;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647803;237;1;1;1;1424.7873533;3;303;5;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647803;237;2;1;2;1424.7873533;5;511;5;2;;1;;1;;;9;4;4;2;4;4;4;4;4;4;2;1
647803;237;3;1;3;1424.7873533;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;1
647803;237;4;1;4;1424.7873533;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647804;237;1;1;1;767.31464773;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647804;237;2;1;2;767.31464773;3;305;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647805;237;1;1;1;1011.2569287;3;302;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647806;237;1;1;1;1682.6069974;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647807;237;1;1;1;616.14503679;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647807;237;2;1;2;616.14503679;6;605;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647807;237;3;1;3;616.14503679;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647808;237;1;1;1;840.22829366;5;511;4;2;;1;;1;;;9;3;4;3;3;4;3;4;4;4;1;2
647809;237;3;1;3;948.35117977;9;999;4;2;;1;;1;;;9;2;3;2;2;3;4;3;4;2;2;1
647809;237;1;1;1;948.35117977;5;511;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
647809;237;2;1;2;948.35117977;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647810;237;1;1;1;800.70253995;5;511;3;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647810;237;2;1;2;800.70253995;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
647811;237;1;1;1;784.12349281;4;407;3;1;;1;;1;;;9;3;4;2;4;4;3;4;4;4;1;2
647811;237;2;1;2;784.12349281;4;406;3;2;;1;;1;;;9;3;4;2;3;4;3;4;4;4;2;1
647812;237;1;1;1;800.63020604;4;408;4;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647812;237;2;1;2;800.63020604;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647813;237;1;1;1;784.12349281;4;400;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647813;237;2;1;2;784.12349281;4;409;2;1;;1;;1;;;9;4;2;3;4;3;1;3;2;4;2;1
647816;237;1;1;1;869.4305499;5;511;2;1;;2;;2;;1;9;4;4;4;4;4;4;4;4;4;2;1
647816;237;2;1;2;869.4305499;5;511;2;2;;2;;2;;1;9;4;4;4;4;4;4;4;4;4;1;2
647817;237;1;1;1;516.71020049;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647817;237;2;1;2;516.71020049;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647818;237;1;1;1;801.17985241;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647818;237;2;1;2;801.17985241;3;305;2;2;;1;;1;;;9;4;4;3;3;4;4;4;4;3;1;2
647818;237;3;1;3;801.17985241;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;3;2;1
647820;237;4;1;4;947.41765265;6;606;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647820;237;1;1;1;947.41765265;3;305;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647820;237;2;1;2;947.41765265;5;511;6;1;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647820;237;3;1;3;947.41765265;3;305;3;2;;1;;1;;;9;3;3;2;2;3;3;3;4;3;2;1
647821;237;1;1;1;920.93100045;5;511;4;1;;1;;1;;;9;3;4;3;4;4;4;4;4;4;2;1
647823;237;1;1;1;826.17015238;5;510;6;2;;1;;1;;;9;3;4;3;3;3;3;3;3;3;1;2
647823;237;2;1;2;826.17015238;3;305;6;2;;2;;2;;1;9;4;4;4;4;4;4;4;4;4;1;2
647824;237;1;1;1;674.17128578;6;605;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647826;237;1;1;1;638.86967592;5;512;2;1;;1;;1;;;1;4;4;4;4;4;4;4;4;4;1;2
647827;237;1;1;1;720.73850504;3;305;4;2;;1;;1;;;9;4;4;2;2;3;3;1;4;4;2;1
647827;237;2;1;2;720.73850504;6;604;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647827;237;3;1;3;720.73850504;6;605;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647828;237;1;1;1;745.95411037;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647829;237;1;1;1;899.93835114;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647830;237;1;1;1;155.14843986;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647830;237;2;1;2;155.14843986;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647830;237;3;1;3;155.14843986;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647831;237;1;1;1;84.27253915;5;511;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647832;237;1;1;1;120.93755672;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647832;237;2;1;2;120.93755672;4;409;6;1;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647833;237;1;1;1;92.34838284;4;407;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647833;237;2;1;2;92.34838284;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647833;237;3;1;3;92.34838284;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647833;237;4;1;4;92.34838284;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647834;237;1;1;1;90.131600564;3;303;4;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
647834;237;2;1;2;90.131600564;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647834;237;3;1;3;90.131600564;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647835;237;2;1;2;106.48038934;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647835;237;3;1;3;106.48038934;4;408;6;1;;1;;1;;;9;4;4;2;4;4;4;4;4;4;;
647835;237;1;1;1;106.48038934;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647836;237;1;1;1;113.47991141;5;510;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647837;237;1;1;1;89.029737957;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647837;237;2;1;2;89.029737957;6;611;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647837;237;3;1;3;89.029737957;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647838;237;1;1;1;91.046161553;3;305;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647838;237;2;1;2;91.046161553;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647838;237;3;1;3;91.046161553;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647839;237;1;1;1;125.26188062;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647839;237;2;1;2;125.26188062;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647839;237;3;1;3;125.26188062;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647839;237;4;1;4;125.26188062;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647841;237;1;1;1;115.8876024;3;305;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
647841;237;2;1;2;115.8876024;6;600;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647841;237;3;1;3;115.8876024;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647842;237;1;1;1;92.585812947;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647843;237;2;1;2;71.928590122;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647843;237;3;1;3;71.928590122;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647843;237;4;1;4;71.928590122;4;406;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647843;237;1;1;1;71.928590122;1;100;3;1;;1;;1;;;9;3;4;4;4;4;4;4;4;4;1;2
647844;237;1;1;1;67.333774943;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647846;237;1;1;1;75.853703392;5;511;3;1;;2;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647846;237;2;1;2;75.853703392;6;604;3;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647846;237;3;1;3;75.853703392;5;510;6;2;;2;;2;;1;9;4;4;4;4;4;4;4;4;4;2;1
647847;237;1;1;1;51.920100344;3;303;2;1;;1;;1;;;9;3;4;4;4;4;4;4;4;4;1;2
647847;237;2;1;2;51.920100344;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647848;237;1;1;1;62.833958298;3;305;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647848;237;2;1;2;62.833958298;3;305;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
647849;237;1;1;1;61.322842181;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647851;237;1;1;1;98.823245234;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647851;237;2;1;2;98.823245234;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647852;237;1;1;1;66.800555341;3;301;3;2;;1;;1;;;9;4;3;2;2;3;4;3;4;4;1;2
647852;237;2;1;2;66.800555341;3;301;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647852;237;3;1;3;66.800555341;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647854;237;1;1;1;96.241149147;6;602;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647854;237;2;1;2;96.241149147;6;602;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647854;237;3;1;3;96.241149147;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647855;237;1;1;1;84.27253915;5;511;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647857;237;1;1;1;87.92787535;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647857;237;2;1;2;87.92787535;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647857;237;3;1;3;87.92787535;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647858;237;1;1;1;120.23383072;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647858;237;2;1;2;120.23383072;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647858;237;3;1;3;120.23383072;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647859;237;1;1;1;82.295711954;3;305;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647859;237;2;1;2;82.295711954;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647859;237;3;1;3;82.295711954;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647860;237;1;1;1;106.7726295;5;511;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647860;237;2;1;2;106.7726295;4;407;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647860;237;3;1;3;106.7726295;6;601;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647861;237;1;1;1;120.76583142;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647861;237;2;1;2;120.76583142;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647861;237;3;1;3;120.76583142;4;407;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
647861;237;5;1;5;120.76583142;4;406;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647863;237;1;1;1;120.79177412;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647863;237;2;1;2;120.79177412;4;409;2;1;;1;;1;;;9;4;4;2;4;4;4;4;4;4;2;1
647864;237;1;1;1;115.89955442;3;302;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
647864;237;2;1;2;115.89955442;3;303;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647865;237;1;1;1;100.75352399;3;305;6;1;;1;;1;;;9;4;4;2;3;2;4;4;4;4;1;2
647865;237;2;1;2;100.75352399;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647865;237;4;1;4;100.75352399;6;606;2;1;;1;;3;11;2;9;4;4;4;4;4;4;4;4;3;1;2
647865;237;5;1;5;100.75352399;6;605;2;1;;1;;3;11;2;9;4;4;4;4;4;4;4;4;4;2;1
647867;237;2;1;2;125.26188062;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647867;237;3;1;3;125.26188062;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647867;237;4;1;4;125.26188062;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647867;237;1;1;1;125.26188062;5;513;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647868;237;1;1;1;101.57621763;4;409;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647868;237;2;1;2;101.57621763;4;408;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647868;237;3;1;3;101.57621763;6;610;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647868;237;4;1;4;101.57621763;6;600;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647870;237;1;1;1;105.26567898;3;305;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647870;237;2;1;2;105.26567898;4;409;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647871;237;1;1;1;87.92787535;4;407;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
647871;237;2;1;2;87.92787535;4;407;2;2;;1;;1;;;9;4;4;4;2;4;4;4;4;4;2;1
647871;237;3;1;3;87.92787535;3;301;4;2;;1;;1;;;9;3;3;3;2;3;4;3;3;3;1;2
647872;237;1;1;1;104.30959898;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
647872;237;2;1;2;104.30959898;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
