DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;DEPMUNI;CIUDADES28;Clase;FEX_C;P1987;P1988;P1988S1;P1989;P1990
670761;235;1;1;1;66001;1;Cabecera;50.734510699;2;1;1;2;1
670762;235;1;1;1;66001;1;Cabecera;58.574309042;1;1;4;2;1
670763;235;1;1;1;66001;1;Cabecera;41.823084296;2;1;1;2;1
670764;235;1;1;1;66001;1;Cabecera;50.947801104;2;1;1;1;1
670765;235;1;1;1;66001;1;Cabecera;51.510923887;2;1;1;1;1
670766;235;1;1;1;66001;1;Cabecera;71.232040757;2;1;1;2;1
670767;235;1;1;1;66001;1;Cabecera;55.584772747;1;1;4;1;1
670768;235;1;1;1;66001;1;Cabecera;39.592063129;2;1;1;2;1
670769;235;1;1;1;66001;1;Cabecera;80.52095002;1;1;2;2;1
670770;235;1;1;1;66001;1;Cabecera;61.999119873;2;1;1;2;1
670771;235;1;1;1;66001;1;Cabecera;58.911938663;2;1;1;1;1
670772;235;1;1;1;66001;1;Cabecera;51.161091509;2;1;1;1;1
670773;235;1;1;1;66001;1;Cabecera;58.911938663;2;1;1;1;1
670774;235;1;1;1;66001;1;Cabecera;50.947801104;1;1;1;2;1
670775;235;1;1;1;66001;1;Cabecera;55.829168003;1;1;2;2;1
670776;235;1;1;1;66001;1;Cabecera;71.120794652;1;1;2;3;1
670777;235;1;1;1;66001;1;Cabecera;89.326668805;1;1;2;2;1
670778;235;1;1;1;66001;1;Cabecera;95.520698075;1;1;3;2;1
670779;235;1;1;1;66001;1;Cabecera;81.003915662;1;1;3;1;1
670780;235;1;1;1;66001;1;Cabecera;85.546778727;1;1;3;2;1
670781;235;1;1;1;66001;1;Cabecera;75.420361535;2;1;4;1;1
670782;235;1;1;1;66001;1;Cabecera;79.82045682;2;1;6;1;1
670783;235;1;1;1;66001;1;Cabecera;72.51981486;2;2;;1;1
670784;235;1;1;1;66001;1;Cabecera;80.058320157;2;1;4;2;1
670785;235;1;1;1;66001;1;Cabecera;69.889202376;2;1;6;3;1
670786;235;1;1;1;66001;1;Cabecera;62.225455328;2;1;6;1;1
670787;235;1;1;1;66001;1;Cabecera;73.779080882;2;1;4;1;1
670788;235;1;1;1;66001;1;Cabecera;106.66661851;2;1;6;1;1
670789;235;1;1;1;66001;1;Cabecera;75.420361535;2;1;4;1;1
670790;235;1;1;1;66001;1;Cabecera;95.920617585;1;1;1;3;1
670791;235;1;1;1;66001;1;Cabecera;80.394001925;2;1;6;1;1
670792;235;1;1;1;66001;1;Cabecera;81.003915662;1;1;4;1;1
670793;235;1;1;1;66001;1;Cabecera;85.344953582;2;1;6;1;1
670794;235;1;1;1;66001;1;Cabecera;85.344953582;2;1;6;1;1
670795;235;1;1;1;66001;1;Cabecera;87.023494078;1;1;4;1;1
670796;235;1;1;1;66001;1;Cabecera;91.356820369;1;1;1;2;1
670797;235;1;1;1;66001;1;Cabecera;129.53310957;1;1;1;1;1
670798;235;1;1;1;66001;1;Cabecera;133.76997127;2;1;1;2;1
670799;235;1;1;1;66001;1;Cabecera;128.3130962;1;1;3;2;1
670800;235;1;1;1;66001;1;Cabecera;111.30799323;1;1;1;2;1
670801;235;1;1;1;66001;1;Cabecera;115.31718392;1;1;1;1;1
670802;235;1;1;1;66001;1;Cabecera;82.89770103;1;1;3;2;1
670803;235;1;1;1;66001;1;Cabecera;92.860718913;1;1;3;2;1
670804;235;1;1;1;66001;1;Cabecera;74.472293873;1;2;;2;1
670805;235;1;1;1;66001;1;Cabecera;57.602784471;1;1;2;2;1
670806;235;1;1;1;66001;1;Cabecera;58.949476288;1;1;2;2;1
670807;235;1;1;1;66001;1;Cabecera;63.209848005;1;1;2;2;1
670808;235;1;1;1;66001;1;Cabecera;49.812275145;1;1;2;2;1
670809;235;1;1;1;66001;1;Cabecera;57.602784471;1;1;2;2;1
670810;235;1;1;1;00000;0;Cabecera;1508.1344068;1;1;2;3;1
670811;235;1;1;1;00000;0;Cabecera;730.15978689;1;1;2;1;1
670812;235;1;1;1;00000;0;Cabecera;1393.3719474;1;1;2;4;1
670813;235;1;1;1;00000;0;Cabecera;1441.1867804;2;1;2;1;1
670814;235;1;1;1;00000;0;Cabecera;1431.7542658;2;1;2;2;1
670815;235;1;1;1;00000;0;Cabecera;1108.9189716;1;1;2;1;1
670816;235;1;1;1;00000;0;Cabecera;1349.9619947;1;1;2;1;1
670817;235;1;1;1;00000;0;Cabecera;1326.424321;1;1;2;1;1
670818;235;1;1;1;00000;0;Cabecera;1128.0517649;1;1;2;1;1
670819;235;1;1;1;00000;0;Cabecera;1128.0517649;1;1;2;1;1
670821;235;1;1;1;00000;0;Centro poblado y rur;350.8825982;1;1;2;1;1
670822;235;1;1;1;00000;0;Centro poblado y rur;1004.386199;2;1;2;1;1
670823;235;1;1;1;00000;0;Centro poblado y rur;680.92829643;1;1;2;1;1
670824;235;1;1;1;00000;0;Centro poblado y rur;350.8825982;1;1;2;1;1
670825;235;1;1;1;00000;0;Centro poblado y rur;452.16535743;2;1;2;1;1
670826;235;1;1;1;00000;0;Centro poblado y rur;641.69686331;1;1;9;1;1
670827;235;1;1;1;00000;0;Centro poblado y rur;1070.2097905;1;1;2;1;1
670829;235;1;1;1;00000;0;Centro poblado y rur;1004.386199;1;1;2;1;1
670830;235;1;1;1;00000;0;Centro poblado y rur;431.32845748;2;1;2;1;1
670831;235;1;1;1;00000;0;Centro poblado y rur;544.15062554;2;1;2;1;1
670832;235;1;1;1;00000;0;Centro poblado y rur;1214.7199899;1;1;2;1;1
670833;235;1;1;1;00000;0;Centro poblado y rur;847.81004518;1;1;3;1;1
670834;235;1;1;1;00000;0;Centro poblado y rur;1303.5725226;1;1;3;1;1
670835;235;1;1;1;00000;0;Centro poblado y rur;675.40257048;1;1;3;1;1
670836;235;1;1;1;00000;0;Centro poblado y rur;847.81004518;1;1;3;2;1
670837;235;1;1;1;00000;0;Centro poblado y rur;1321.067633;1;1;3;2;1
670838;235;1;1;1;00000;0;Centro poblado y rur;1183.5141995;1;1;3;2;1
670839;235;1;1;1;00000;0;Centro poblado y rur;1385.5730496;1;1;2;1;1
670840;235;1;1;1;00000;0;Centro poblado y rur;1320.8904222;1;1;2;1;1
670841;235;1;1;1;00000;0;Centro poblado y rur;1050.1110092;1;1;2;4;1
670842;235;1;1;1;00000;0;Centro poblado y rur;1449.2129335;1;1;3;1;1
670843;235;1;1;1;00000;0;Centro poblado y rur;657.90487162;1;1;3;2;1
670844;235;1;1;1;00000;0;Centro poblado y rur;350.8825982;1;1;2;1;1
670845;235;1;1;1;00000;0;Centro poblado y rur;844.0619327;1;1;2;1;1
670846;235;1;1;1;00000;0;Centro poblado y rur;1351.6919496;1;1;2;3;1
670847;235;1;1;1;00000;0;Centro poblado y rur;488.91083673;1;1;2;1;1
670848;235;1;1;1;00000;0;Centro poblado y rur;858.1780262;1;1;2;1;1
670849;235;1;1;1;00000;0;Centro poblado y rur;350.8825982;1;1;2;1;1
670850;235;1;1;1;00000;0;Cabecera;835.59389994;1;1;1;1;1
670851;235;1;1;1;00000;0;Cabecera;2039.9342891;1;1;3;2;1
670852;235;1;1;1;00000;0;Cabecera;1601.3186449;1;1;3;1;1
670854;235;1;1;1;00000;0;Cabecera;1979.1231617;2;1;2;2;1
670855;235;1;1;1;00000;0;Cabecera;1675.7048965;1;1;3;1;1
670856;235;1;1;1;00000;0;Cabecera;1077.6437253;2;1;3;1;1
670857;235;1;1;1;00000;0;Cabecera;1179.0045984;1;1;3;1;1
670858;235;1;1;1;00000;0;Cabecera;1675.7048965;1;1;3;1;1
670859;235;1;1;1;00000;0;Cabecera;1179.0045984;2;1;3;2;1
670860;235;1;1;1;00000;0;Cabecera;1179.0045984;2;1;3;1;1
670861;235;1;1;1;00000;0;Centro poblado y rur;104.30196009;2;1;2;2;1
670862;235;1;1;1;00000;0;Centro poblado y rur;161.7520422;1;1;2;1;1
670863;235;1;1;1;00000;0;Centro poblado y rur;169.84348893;1;1;2;1;1
670864;235;1;1;1;00000;0;Centro poblado y rur;233.9492936;1;1;2;1;1
670865;235;1;1;1;00000;0;Centro poblado y rur;354.44194095;1;1;2;1;1
670866;235;1;1;1;00000;0;Centro poblado y rur;128.21497501;1;1;2;1;1
670867;235;1;1;1;00000;0;Centro poblado y rur;140.60276237;1;1;2;1;1
670868;235;1;1;1;00000;0;Centro poblado y rur;186.13717551;1;1;2;1;1
670869;235;1;1;1;00000;0;Centro poblado y rur;202.41002651;1;1;2;1;1
670873;235;1;1;1;00000;1;Cabecera;1381.1526662;2;1;4;1;1
670874;235;1;1;1;00000;1;Cabecera;728.1136952;2;1;4;2;1
670876;235;1;1;1;00000;1;Cabecera;728.1136952;2;1;4;2;1
670877;235;1;1;1;00000;1;Cabecera;676.43672656;2;1;4;2;1
670879;235;1;1;1;00000;1;Cabecera;1277.9884506;1;1;5;1;1
670881;235;1;1;1;00000;1;Cabecera;971.54366162;1;1;1;4;1
670882;235;1;1;1;00000;1;Cabecera;1161.362319;1;1;1;1;1
670884;235;1;1;1;00000;1;Cabecera;676.43672656;2;1;1;2;1
670885;235;1;1;1;00000;1;Cabecera;1099.1222836;2;1;1;2;1
670886;235;1;1;1;00000;1;Cabecera;1355.453806;2;1;1;2;1
670887;235;1;1;1;05001;1;Cabecera;490.1827776;1;1;2;1;1
670888;235;1;1;1;05001;1;Cabecera;380.66094745;2;1;3;2;1
670889;235;1;1;1;05001;1;Cabecera;386.45862161;2;1;3;2;1
670890;235;1;1;1;05001;1;Cabecera;475.82618431;2;1;2;2;1
670891;235;1;1;1;05001;1;Cabecera;563.03845114;2;1;2;2;1
670892;235;1;1;1;05001;1;Cabecera;519.95554117;2;1;2;2;1
670893;235;1;1;1;05001;1;Cabecera;503.35393916;2;1;2;2;1
670894;235;1;1;1;05001;1;Cabecera;300.17308529;1;1;3;2;1
670895;235;1;1;1;05001;1;Cabecera;300.17308529;3;1;4;2;1
670896;235;1;1;1;05001;1;Cabecera;243.62300637;1;1;4;1;1
670897;235;1;1;1;05001;1;Cabecera;301.59299752;1;1;4;1;1
670898;235;1;1;1;05001;1;Cabecera;371.46629291;3;1;4;2;1
670899;235;1;1;1;05001;1;Cabecera;295.79693009;3;1;4;2;1
670900;235;1;1;1;05001;1;Cabecera;324.45293334;2;1;3;2;1
670901;235;1;1;1;05001;1;Cabecera;680.6987308;2;1;3;1;2
670902;235;1;1;1;05001;1;Cabecera;281.06081572;2;1;3;2;1
670903;235;1;1;1;05001;1;Cabecera;281.06081572;2;1;3;2;1
670904;235;1;1;1;05001;1;Cabecera;281.06081572;2;1;3;2;1
670905;235;1;1;1;05001;1;Cabecera;368.20094356;2;1;3;2;1
670906;235;1;1;1;05001;1;Cabecera;363.98445326;2;1;3;2;1
670907;235;1;1;1;05001;1;Cabecera;353.55432439;2;1;4;1;1
670908;235;1;1;1;05001;1;Cabecera;371.76898612;2;1;4;1;1
670909;235;1;1;1;05001;1;Cabecera;390.85037148;2;1;4;1;1
670910;235;1;1;1;05001;1;Cabecera;371.76898612;2;1;4;1;1
670911;235;1;1;1;05001;1;Cabecera;373.50243337;2;1;4;1;1
670912;235;1;1;1;05001;1;Cabecera;348.72292925;2;1;4;1;1
670913;235;1;1;1;05001;1;Cabecera;474.88400224;2;1;4;2;1
670914;235;1;1;1;05001;1;Cabecera;501.88813126;2;1;4;2;1
670915;235;1;1;1;05001;1;Cabecera;527.64800149;2;1;4;1;1
670916;235;1;1;1;05001;1;Cabecera;416.90706291;1;1;3;1;1
670917;235;1;1;1;05001;1;Cabecera;515.92540682;1;1;3;1;1
670918;235;1;1;1;05001;1;Cabecera;396.5535852;2;1;3;1;1
670919;235;1;1;1;05001;1;Cabecera;324.5372023;2;1;4;1;1
670921;235;1;1;1;05001;1;Cabecera;369.74616261;2;1;4;2;1
670923;235;1;1;1;05001;1;Cabecera;550.40638648;2;1;3;2;1
670924;235;1;1;1;05001;1;Cabecera;309.99895197;2;1;4;2;1
670925;235;1;1;1;05001;1;Cabecera;357.73028135;2;1;4;1;1
670926;235;1;1;1;05001;1;Cabecera;489.89608037;2;1;4;1;1
670927;235;1;1;1;05001;1;Cabecera;356.89822668;2;1;4;1;1
670929;235;1;1;1;05001;1;Cabecera;357.73028135;2;1;4;1;1
670930;235;1;1;1;05001;1;Cabecera;457.30544099;2;1;3;2;1
670931;235;1;1;1;05001;1;Cabecera;490.40575281;2;1;3;1;1
670932;235;1;1;1;05001;1;Cabecera;591.65279636;2;1;3;1;1
670933;235;1;1;1;05001;1;Cabecera;538.24300369;1;1;3;2;1
670934;235;1;1;1;05001;1;Cabecera;429.39846846;2;1;3;2;1
670935;235;1;1;1;05001;1;Cabecera;513.53633696;1;1;3;2;1
670936;235;1;1;1;05001;1;Cabecera;503.81595986;2;1;5;1;1
670937;235;1;1;1;05001;1;Cabecera;450.74611431;2;1;3;2;1
670938;235;1;1;1;05001;1;Cabecera;450.74611431;2;1;3;2;1
670939;235;1;1;1;05001;1;Cabecera;506.32512638;2;1;3;2;1
670940;235;1;1;1;05001;1;Cabecera;563.23419367;2;1;3;2;1
670941;235;1;1;1;05001;1;Cabecera;527.64800149;2;1;3;2;1
670942;235;1;1;1;05001;1;Cabecera;629.54837656;2;1;3;2;1
670943;235;1;1;1;05001;1;Cabecera;513.43315774;2;1;3;1;1
670944;235;1;1;1;05001;1;Cabecera;612.94677454;2;1;3;1;1
670945;235;1;1;1;05001;1;Cabecera;496.84761299;2;1;3;1;1
670946;235;1;1;1;05001;1;Cabecera;495.6919815;2;1;3;2;1
670947;235;1;1;1;05001;1;Cabecera;638.46489834;2;1;3;2;1
670948;235;1;1;1;05001;1;Cabecera;539.39863519;1;1;3;1;1
670949;235;1;1;1;05001;1;Cabecera;544.82913338;2;1;3;2;1
670950;235;1;1;1;05001;1;Cabecera;495.6919815;1;1;3;1;1
670951;235;1;1;1;05001;1;Cabecera;292.72317431;2;1;2;1;1
670952;235;1;1;1;05001;1;Cabecera;429.39846846;1;1;3;1;1
670953;235;1;1;1;05001;1;Cabecera;398.67039264;1;1;3;1;1
670954;235;1;1;1;05001;1;Cabecera;621.77617438;1;1;3;1;1
670955;235;1;1;1;05001;1;Cabecera;356.89822668;2;1;2;1;1
670956;235;1;1;1;05001;1;Cabecera;243.94949264;2;1;2;2;1
670957;235;1;1;1;05001;1;Cabecera;326.39047931;1;1;3;1;1
670958;235;1;1;1;05001;1;Cabecera;430.68205831;1;1;3;1;1
670959;235;1;1;1;05001;1;Cabecera;496.84761299;1;1;3;1;1
670960;235;1;1;1;05001;1;Cabecera;829.69470777;1;1;3;1;1
670961;235;1;1;1;05001;1;Cabecera;420.8105238;1;1;3;1;1
670962;235;1;1;1;05001;1;Cabecera;406.26788431;1;1;3;1;1
670963;235;1;1;1;05001;1;Cabecera;566.03250972;2;1;3;2;1
670964;235;1;1;1;05001;1;Cabecera;514.69196845;1;1;3;1;1
670965;235;1;1;1;05001;1;Cabecera;471.40576585;1;1;3;1;1
670966;235;1;1;1;05001;1;Cabecera;441.36517753;1;1;3;1;1
670967;235;1;1;1;05001;1;Cabecera;473.71702885;1;1;3;1;1
670968;235;1;1;1;05001;1;Cabecera;747.45588741;1;1;2;1;1
670969;235;1;1;1;05001;1;Cabecera;464.58478098;1;1;2;1;1
670970;235;1;1;1;05001;1;Cabecera;507.31636575;2;1;3;2;1
670971;235;1;1;1;05001;1;Cabecera;425.30525761;2;1;3;1;1
670972;235;1;1;1;05001;1;Cabecera;629.97836387;1;1;3;2;1
670973;235;1;1;1;05001;1;Cabecera;490.40575281;2;1;3;1;1
670974;235;1;1;1;05001;1;Cabecera;421.47688611;2;1;2;2;1
670975;235;1;1;1;05001;1;Cabecera;399.95812675;2;1;2;1;1
670976;235;1;1;1;05001;1;Cabecera;551.45568049;2;1;3;1;1
670977;235;1;1;1;05001;1;Cabecera;587.01982464;1;1;3;2;1
670978;235;1;1;1;05001;1;Cabecera;461.30796424;2;1;3;2;1
670979;235;1;1;1;05001;1;Cabecera;442.00735946;2;1;6;1;1
670980;235;1;1;1;05001;1;Cabecera;734.13182723;2;1;5;1;1
670981;235;1;1;1;05001;1;Cabecera;818.22572216;2;1;5;1;1
670982;235;1;1;1;05001;1;Cabecera;411.46917704;2;1;1;2;1
670983;235;1;1;1;05001;1;Cabecera;793.54769858;2;1;5;2;1
670984;235;1;1;1;05001;1;Cabecera;851.20427095;2;1;5;1;1
670985;235;1;1;1;05001;1;Cabecera;904.53943113;2;1;4;1;1
670986;235;1;1;1;05001;1;Cabecera;851.20427095;2;1;5;1;1
670987;235;1;1;1;05001;1;Cabecera;747.31890207;2;1;5;1;1
670988;235;1;1;1;05001;1;Cabecera;383.8139088;1;1;1;2;1
670989;235;1;1;1;05001;1;Cabecera;434.52743502;1;1;1;2;1
670990;235;1;1;1;05001;1;Cabecera;446.12278335;2;1;2;1;1
670991;235;1;1;1;05001;1;Cabecera;358.80335337;2;1;2;1;1
670992;235;1;1;1;05001;1;Cabecera;447.42572369;1;1;2;1;1
670993;235;1;1;1;05001;1;Cabecera;446.12278335;2;1;2;2;1
670994;235;1;1;1;05001;1;Cabecera;469.02044577;1;1;2;1;1
670995;235;1;1;1;05001;1;Cabecera;554.06375478;2;1;2;2;1
670996;235;1;1;1;05001;1;Cabecera;469.02044577;2;1;2;1;1
670997;235;1;1;1;05001;1;Cabecera;387.49868996;1;1;2;1;1
670998;235;1;1;1;05001;1;Cabecera;564.30781923;1;1;3;1;1
670999;235;1;1;1;05001;1;Cabecera;360.03552991;3;1;3;2;1
671000;235;1;1;1;05001;1;Cabecera;609.01024693;2;1;3;2;1
671001;235;1;1;1;05001;1;Cabecera;390.35743543;2;1;3;1;1
671002;235;1;1;1;05001;1;Cabecera;415.20186384;1;1;3;1;1
671003;235;1;1;1;05001;1;Cabecera;391.26749523;2;1;3;1;1
671005;235;1;1;1;05001;1;Cabecera;412.24167143;1;1;3;1;1
671006;235;1;1;1;05001;1;Cabecera;565.94045913;2;1;2;1;1
671007;235;1;1;1;05001;1;Cabecera;462.18270326;2;1;2;2;1
671008;235;1;1;1;05001;1;Cabecera;462.18270326;1;2;;2;1
671009;235;1;1;1;05001;1;Cabecera;441.36517753;2;1;2;1;1
671010;235;1;1;1;05001;1;Cabecera;567.46951397;1;1;2;1;1
671011;235;1;1;1;05001;1;Cabecera;386.45862161;2;1;2;2;1
671012;235;1;1;1;05001;1;Cabecera;577.59812793;1;1;2;1;1
671013;235;1;1;1;05001;1;Cabecera;546.27992247;1;1;2;1;1
671014;235;1;1;1;05001;1;Cabecera;577.77616869;2;1;2;1;1
671015;235;1;1;1;05001;1;Cabecera;603.02628742;2;1;2;2;1
671016;235;1;1;1;05001;1;Cabecera;375.21635662;2;1;5;2;1
671017;235;1;1;1;05001;1;Cabecera;365.64109588;1;1;2;1;1
671018;235;1;1;1;05001;1;Cabecera;425.30525761;1;1;2;1;1
671019;235;1;1;1;05001;1;Cabecera;506.2762974;1;1;3;1;1
671020;235;1;1;1;05001;1;Cabecera;453.22339786;1;1;2;1;1
671021;235;1;1;1;05001;1;Cabecera;288.61803498;1;1;5;1;1
671024;235;1;1;1;05001;1;Cabecera;529.30203518;1;1;2;1;1
671025;235;1;1;1;05001;1;Cabecera;535.6151041;2;1;2;2;1
671026;235;1;1;1;05001;1;Cabecera;647.77600416;1;1;2;2;1
671027;235;1;1;1;05001;1;Cabecera;637.88552131;1;1;2;1;1
671028;235;1;1;1;05001;1;Cabecera;539.69500847;2;1;2;1;1
671029;235;1;1;1;05001;1;Cabecera;295.95764591;1;1;2;2;1
671030;235;1;1;1;05001;1;Cabecera;456.18565218;1;1;3;2;1
671031;235;1;1;1;05001;1;Cabecera;608.34550882;1;1;3;1;1
671032;235;1;1;1;05001;1;Cabecera;700.49659868;1;1;1;1;1
671033;235;1;1;1;05001;1;Cabecera;452.68223336;1;1;3;1;1
671034;235;1;1;1;05001;1;Cabecera;391.48822133;2;1;3;1;1
671035;235;1;1;1;05001;1;Cabecera;595.29854633;2;1;3;2;1
671036;235;1;1;1;05001;1;Cabecera;457.56182907;2;1;3;1;1
671038;235;1;1;1;05001;1;Cabecera;589.35221386;2;1;3;2;1
671039;235;1;1;1;05001;1;Cabecera;538.55892414;2;1;3;1;1
671040;235;1;1;1;05001;1;Cabecera;477.29833793;2;1;4;1;1
671042;235;1;1;1;05001;1;Cabecera;545.88632776;2;1;4;1;1
671043;235;1;1;1;05001;1;Cabecera;704.35571983;2;1;4;2;1
671044;235;1;1;1;05001;1;Cabecera;401.24107048;2;1;2;2;1
671045;235;1;1;1;05001;1;Cabecera;405.56616668;1;1;2;1;1
671046;235;1;1;1;05001;1;Cabecera;499.01403429;1;1;2;1;1
671047;235;1;1;1;05001;1;Cabecera;346.05540677;2;1;2;2;1
671048;235;1;1;1;05001;1;Cabecera;331.45547958;1;1;2;2;1
671049;235;1;1;1;05001;1;Cabecera;406.51168336;2;1;2;1;1
671050;235;1;1;1;05001;1;Cabecera;295.79693009;2;1;4;2;1
671051;235;1;1;1;00000;0;Cabecera;373.95938831;1;1;2;1;1
671052;235;1;1;1;00000;0;Cabecera;4801.7946055;1;1;2;2;1
671053;235;1;1;1;00000;0;Cabecera;7069.8686818;2;1;3;2;1
671054;235;1;1;1;00000;0;Cabecera;2533.7205292;1;1;2;1;1
671055;235;1;1;1;00000;0;Cabecera;5961.7042571;1;1;2;1;1
671056;235;1;1;1;00000;0;Cabecera;4273.3766739;2;1;2;2;1
671057;235;1;1;1;00000;0;Cabecera;3591.6380231;1;1;2;1;1
671058;235;1;1;1;00000;0;Cabecera;3591.6380231;1;1;2;1;1
671059;235;1;1;1;00000;0;Cabecera;3088.0281115;1;1;2;2;1
671060;235;1;1;1;00000;0;Cabecera;2324.7777585;1;1;2;1;1
671061;235;1;1;1;00000;0;Cabecera;279.71349641;1;1;2;1;1
671062;235;1;1;1;00000;0;Cabecera;417.12835772;1;1;2;1;1
671063;235;1;1;1;00000;0;Cabecera;348.30964814;2;1;2;1;1
671064;235;1;1;1;00000;0;Cabecera;386.64664226;1;1;2;2;1
671065;235;1;1;1;00000;0;Cabecera;348.30964814;2;1;2;1;1
671066;235;1;1;1;00000;0;Cabecera;4436.398951;1;1;2;1;1
671067;235;1;1;1;00000;0;Cabecera;403.85460896;2;1;2;2;1
671068;235;1;1;1;00000;0;Cabecera;514.60440026;2;1;2;1;1
671069;235;1;1;1;00000;0;Cabecera;373.95938831;1;1;2;3;1
671070;235;1;1;1;00000;0;Cabecera;263.11305729;1;1;2;1;1
671071;235;1;1;1;00000;0;Cabecera;346.25869288;1;1;1;1;1
671072;235;1;1;1;00000;0;Cabecera;422.54540623;1;1;1;2;1
671073;235;1;1;1;00000;0;Cabecera;312.93412773;1;1;1;1;1
671074;235;1;1;1;00000;0;Cabecera;422.54540623;1;1;1;1;1
671075;235;1;1;1;00000;0;Cabecera;218.61540974;1;1;1;1;1
671076;235;1;1;1;00000;0;Cabecera;380.7852253;2;1;1;2;1
671077;235;1;1;1;00000;0;Cabecera;258.99397816;1;1;1;1;1
671079;235;1;1;1;00000;0;Cabecera;257.2050652;1;1;1;1;1
671080;235;1;1;1;00000;0;Cabecera;411.36133278;1;1;1;2;1
671081;235;1;1;1;00000;0;Cabecera;283.59446917;1;1;1;1;1
671082;235;1;1;1;00000;0;Cabecera;243.62320119;1;1;1;1;1
671083;235;1;1;1;00000;0;Cabecera;4047.9008581;1;1;3;1;1
671084;235;1;1;1;00000;0;Cabecera;5251.3184703;1;1;2;1;1
671086;235;1;1;1;00000;0;Cabecera;5680.7144416;1;1;3;1;1
671088;235;1;1;1;00000;0;Cabecera;6214.846166;2;1;3;1;1
671090;235;1;1;1;00000;0;Cabecera;5092.8124603;1;1;3;1;1
671091;235;1;1;1;00000;0;Cabecera;5092.8124603;1;1;3;1;1
671092;235;1;1;1;00000;0;Cabecera;6678.707895;1;1;2;1;1
671093;235;1;1;1;00000;0;Cabecera;6264.3774553;1;1;3;2;1
671094;235;1;1;1;00000;0;Centro poblado y rur;271.14167402;1;1;1;4;1
671095;235;1;1;1;00000;0;Centro poblado y rur;1084.5666961;1;1;1;1;1
671097;235;1;1;1;00000;0;Centro poblado y rur;271.14167402;1;1;1;4;1
671098;235;1;1;1;00000;0;Centro poblado y rur;520.30641536;1;1;1;4;1
671099;235;1;1;1;00000;0;Centro poblado y rur;597.26267088;1;1;1;4;1
671100;235;1;1;1;00000;0;Centro poblado y rur;579.77599705;1;1;1;4;1
671101;235;1;1;1;00000;0;Centro poblado y rur;420.4879703;1;1;1;4;1
671102;235;1;1;1;00000;0;Centro poblado y rur;714.01473516;1;1;1;4;1
671103;235;1;1;1;00000;0;Centro poblado y rur;814.77571999;1;1;1;4;1
671105;235;1;1;1;00000;0;Centro poblado y rur;892.97238279;1;1;1;1;1
671106;235;1;1;1;00000;0;Centro poblado y rur;642.99977663;1;1;1;2;1
671107;235;1;1;1;00000;0;Centro poblado y rur;1469.105012;1;1;1;1;1
671108;235;1;1;1;00000;0;Centro poblado y rur;725.4687609;1;1;1;1;1
671109;235;1;1;1;00000;0;Centro poblado y rur;1238.5257246;1;1;1;1;1
671110;235;1;1;1;00000;0;Centro poblado y rur;661.33006402;1;1;1;1;1
671111;235;1;1;1;00000;0;Centro poblado y rur;1340.2784771;1;1;1;2;1
671112;235;1;1;1;00000;0;Centro poblado y rur;1090.3058709;1;1;1;2;1
671113;235;1;1;1;00000;0;Centro poblado y rur;524.11065372;1;1;1;2;1
671114;235;1;1;1;00000;0;Cabecera;754.14772768;3;1;2;2;1
671115;235;1;1;1;00000;0;Cabecera;754.14772768;3;1;2;2;1
671116;235;1;1;1;00000;0;Cabecera;810.43556804;2;1;2;2;1
671118;235;1;1;1;00000;0;Cabecera;543.4607914;1;1;2;1;1
671119;235;1;1;1;00000;0;Cabecera;258.72196092;1;1;2;1;1
671120;235;1;1;1;00000;0;Cabecera;140.67045323;1;1;2;1;1
671121;235;1;1;1;00000;0;Cabecera;139.4117076;1;1;2;2;1
671122;235;1;1;1;00000;0;Cabecera;307.04178316;1;1;2;1;1
671123;235;1;1;1;00000;0;Cabecera;187.57100964;1;1;2;1;1
671124;235;1;1;1;00000;0;Cabecera;246.30587469;1;1;2;2;1
671125;235;1;1;1;00000;0;Cabecera;349.60893325;2;1;2;2;1
671126;235;1;1;1;00000;0;Cabecera;325.32725979;2;1;2;2;1
671127;235;1;1;1;00000;0;Cabecera;186.19368512;1;1;2;2;1
671128;235;1;1;1;00000;0;Cabecera;187.57100964;1;1;2;1;1
671129;235;1;1;1;00000;0;Cabecera;207.85752969;1;1;2;1;1
671130;235;1;1;1;00000;0;Cabecera;297.36717749;1;1;2;1;1
671131;235;1;1;1;00000;0;Cabecera;233.80691056;1;1;2;2;1
671132;235;1;1;1;00000;0;Cabecera;132.04999079;1;1;2;1;1
671133;235;1;1;1;00000;0;Cabecera;296.34959056;1;1;1;2;1
671134;235;1;1;1;00000;0;Cabecera;255.31614259;1;1;1;2;1
671135;235;1;1;1;00000;0;Cabecera;131.08035432;1;1;1;1;1
671136;235;1;1;1;00000;0;Cabecera;140.38134407;1;1;1;1;1
671137;235;1;1;1;00000;0;Cabecera;117.74626055;1;1;1;1;1
671138;235;1;1;1;00000;0;Cabecera;177.66910927;1;1;1;1;1
671139;235;1;1;1;00000;0;Cabecera;222.96833773;1;1;1;1;1
671140;235;1;1;1;00000;0;Cabecera;166.03321629;1;1;1;2;1
671141;235;1;1;1;00000;0;Cabecera;146.23056674;1;1;1;1;1
671142;235;1;1;1;00000;0;Cabecera;146.23056674;1;1;1;1;1
671143;235;1;1;1;00000;0;Cabecera;180.62430811;1;1;1;1;1
