DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;DEPMUNI;CIUDADES28;Clase;FEX_C;P1987;P1988;P1988S1;P1989;P1990
649279;235;1;1;1;68001;1;Cabecera;164.68778894;1;1;1;1;1
649280;235;1;1;1;68001;1;Cabecera;104.12702432;2;1;1;2;1
649281;235;1;1;1;68001;1;Cabecera;183.05912899;2;1;1;2;1
649282;235;1;1;1;68001;1;Cabecera;56.64658671;2;1;1;1;1
649284;235;1;1;1;68001;1;Cabecera;136.56924233;2;1;1;1;1
649285;235;1;1;1;68001;1;Cabecera;66.101979604;1;1;1;1;1
649286;235;1;1;1;68001;1;Cabecera;117.53725419;1;1;1;2;2
649287;235;1;1;1;68001;1;Cabecera;75.845285235;1;1;1;2;1
649289;235;1;1;1;68001;1;Cabecera;104.22580992;1;1;2;1;1
649290;235;1;1;1;68001;1;Cabecera;65.305796955;1;1;1;1;1
649291;235;1;1;1;68001;1;Cabecera;59.888187274;1;1;3;2;1
649292;235;1;1;1;68001;1;Cabecera;87.371016555;2;1;1;1;1
649293;235;1;1;1;68001;1;Cabecera;91.828591838;2;1;1;2;1
649294;235;1;1;1;68001;1;Cabecera;83.327231652;2;1;1;1;1
649295;235;1;1;1;68001;1;Cabecera;82.762475051;1;1;1;2;1
649296;235;1;1;1;68001;1;Cabecera;101.71631669;1;1;1;1;1
649297;235;1;1;1;68001;1;Cabecera;71.871451079;1;1;3;2;1
649298;235;1;1;1;68001;1;Cabecera;74.068650358;1;1;1;3;1
649299;235;1;1;1;68001;1;Cabecera;84.329169266;2;1;1;1;1
649300;235;1;1;1;68001;1;Cabecera;150.42967705;2;1;1;2;1
649301;235;1;1;1;68001;1;Cabecera;134.85365856;1;1;1;2;1
649302;235;1;1;1;68001;1;Cabecera;71.120181119;2;1;3;2;1
649303;235;1;1;1;68001;1;Cabecera;92.710081924;2;1;1;1;1
649304;235;1;1;1;68001;1;Cabecera;94.870315424;2;1;1;2;1
649305;235;1;1;1;68001;1;Cabecera;88.252506641;2;1;1;3;1
649306;235;1;1;1;68001;1;Cabecera;120.10049814;1;1;1;1;1
649307;235;1;1;1;68001;1;Cabecera;89.902439043;2;1;1;1;1
649308;235;1;1;1;68001;1;Cabecera;124.99657965;2;1;1;2;1
649309;235;1;1;1;68001;1;Cabecera;72.151826996;2;1;1;1;1
649311;235;1;1;1;68001;1;Cabecera;67.41803132;2;1;1;2;1
649312;235;1;1;1;68001;1;Cabecera;66.112816326;2;1;1;1;1
649313;235;1;1;1;68001;1;Cabecera;71.120181119;1;1;3;2;1
649314;235;1;1;1;68001;1;Cabecera;88.252506641;1;1;1;2;1
649315;235;1;1;1;68001;1;Cabecera;90.295285515;2;1;1;2;1
649316;235;1;1;1;68001;1;Cabecera;65.252794875;2;1;3;3;1
649317;235;1;1;1;68001;1;Cabecera;49.333492025;1;1;3;1;1
649319;235;1;1;1;68001;1;Cabecera;78.132839372;1;1;3;1;1
649320;235;1;1;1;68001;1;Cabecera;80.723920971;1;1;3;2;1
649321;235;1;1;1;68001;1;Cabecera;79.014274367;1;1;3;2;1
649322;235;1;1;1;68001;1;Cabecera;66.203309854;1;1;3;2;1
649323;235;1;1;1;68001;1;Cabecera;95.563566413;1;1;1;3;7
649324;235;1;1;1;68001;1;Cabecera;63.45790042;1;1;2;1;1
649325;235;1;1;1;68001;1;Cabecera;105.85972115;2;1;2;2;1
649327;235;1;1;1;68001;1;Cabecera;92.710081924;2;1;2;1;1
649328;235;1;1;1;68001;1;Cabecera;82.975026766;1;1;2;1;1
649329;235;1;1;1;68001;1;Cabecera;76.56327932;1;1;2;2;1
649330;235;1;1;1;68001;1;Cabecera;79.684535577;1;1;2;1;1
649331;235;1;1;1;68001;1;Cabecera;87.768068734;2;1;2;2;1
649332;235;1;1;1;68001;1;Cabecera;72.523314766;2;1;1;1;1
649333;235;1;1;1;68001;1;Cabecera;81.797746778;2;1;2;2;1
649334;235;1;1;1;68001;1;Cabecera;93.708198088;2;1;1;2;1
649335;235;1;1;1;68001;1;Cabecera;90.178659436;1;1;2;2;1
649338;235;1;1;1;68001;1;Cabecera;114.35060288;2;1;2;1;1
649339;235;1;1;1;68001;1;Cabecera;68.495380581;2;1;2;2;1
649340;235;1;1;1;68001;1;Cabecera;67.41803132;1;1;1;1;1
649341;235;1;1;1;68001;1;Cabecera;89.902439043;2;1;1;2;1
649342;235;1;1;1;68001;1;Cabecera;89.785812964;2;1;2;2;1
649343;235;1;1;1;68001;1;Cabecera;91.675864863;2;1;2;2;1
649344;235;1;1;1;68001;1;Cabecera;76.56327932;3;1;1;2;1
649346;235;1;1;1;68001;1;Cabecera;67.41803132;3;1;3;2;1
649347;235;1;1;1;68001;1;Cabecera;67.41803132;2;1;1;2;1
649348;235;1;1;1;68001;1;Cabecera;92.826708003;2;1;2;2;1
649350;235;1;1;1;68001;1;Cabecera;91.675864863;2;1;3;1;1
649351;235;1;1;1;68001;1;Cabecera;131.76432698;1;1;2;2;1
649352;235;1;1;1;68001;1;Cabecera;66.661785322;2;1;2;2;1
649353;235;1;1;1;68001;1;Cabecera;109.90984419;1;1;2;1;2
649354;235;1;1;1;68001;1;Cabecera;123.77843004;2;1;2;2;1
649355;235;1;1;1;68001;1;Cabecera;70.817777471;2;1;3;1;1
649356;235;1;1;1;68001;1;Cabecera;65.837468833;1;1;1;2;1
649357;235;1;1;1;68001;1;Cabecera;117.10959444;1;1;1;2;1
649358;235;1;1;1;68001;1;Cabecera;61.029790013;2;1;3;1;1
649359;235;1;1;1;68001;1;Cabecera;65.553236318;2;1;2;2;1
649360;235;1;1;1;68001;1;Cabecera;81.160793492;2;1;3;2;1
649361;235;1;1;1;68001;1;Cabecera;91.086858594;2;1;3;2;1
649362;235;1;1;1;68001;1;Cabecera;109.54456165;1;1;1;1;1
649364;235;1;1;1;68001;1;Cabecera;91.711965759;3;1;3;2;1
649365;235;1;1;1;68001;1;Cabecera;84.246398871;1;1;3;1;1
649366;235;1;1;1;68001;1;Cabecera;154.70642939;2;1;1;2;1
649367;235;1;1;1;68001;1;Cabecera;118.4869227;2;1;2;2;1
649369;235;1;1;1;68001;1;Cabecera;72.824631023;2;1;3;2;1
649370;235;1;1;1;68001;1;Cabecera;91.828591838;2;1;3;2;1
649371;235;1;1;1;68001;1;Cabecera;43.897761657;2;1;3;2;1
649372;235;1;1;1;68001;1;Cabecera;134.85365856;3;1;2;2;1
649373;235;1;1;1;68001;1;Cabecera;116.04005884;2;1;2;2;1
649374;235;1;1;1;68001;1;Cabecera;134.85365856;3;1;3;2;1
649375;235;1;1;1;68001;1;Cabecera;105.51345042;1;1;1;1;1
649376;235;1;1;1;68001;1;Cabecera;98.475780883;1;1;3;2;1
649377;235;1;1;1;68001;1;Cabecera;114.84491898;3;1;3;2;1
649378;235;1;1;1;68001;1;Cabecera;101.12704698;3;1;3;2;1
649380;235;1;1;1;68001;1;Cabecera;134.85365856;3;1;3;2;1
649381;235;1;1;1;68001;1;Cabecera;138.83603242;2;1;3;1;1
649383;235;1;1;1;68001;1;Cabecera;164.91485008;3;1;2;2;1
649384;235;1;1;1;68001;1;Cabecera;167.5284404;1;1;1;2;1
649385;235;1;1;1;68001;1;Cabecera;153.24279382;3;1;1;2;1
649387;235;1;1;1;68001;1;Cabecera;115.19559021;1;1;3;2;1
649388;235;1;1;1;68001;1;Cabecera;98.387262238;1;1;2;2;1
649390;235;1;1;1;68001;1;Cabecera;153.24279382;3;1;2;2;1
649391;235;1;1;1;68001;1;Cabecera;69.117354128;2;1;2;2;1
649392;235;1;1;1;68001;1;Cabecera;74.692140949;1;1;3;1;1
649394;235;1;1;1;68001;1;Cabecera;161.44784194;1;1;2;1;1
649395;235;1;1;1;68001;1;Cabecera;60.676228188;1;1;2;2;1
649397;235;1;1;1;68001;1;Cabecera;91.444907186;1;1;3;1;1
649398;235;1;1;1;68001;1;Cabecera;172.05386524;1;1;2;4;1
649399;235;1;1;1;68001;1;Cabecera;51.302826502;1;1;2;1;1
649400;235;1;1;1;68001;1;Cabecera;71.538793452;1;1;3;1;1
649402;235;1;1;1;68001;1;Cabecera;92.583940546;1;1;1;2;1
649403;235;1;1;1;68001;1;Cabecera;114.84491898;3;1;3;2;1
649404;235;1;1;1;68001;1;Cabecera;65.455076819;2;1;2;2;1
649405;235;1;1;1;68001;1;Cabecera;153.24279382;3;1;2;2;1
649406;235;1;1;1;68001;1;Cabecera;163.26570157;2;1;4;2;1
649407;235;1;1;1;68001;1;Cabecera;121.70642;1;1;4;1;1
649408;235;1;1;1;68001;1;Cabecera;124.99084748;2;1;4;2;1
649409;235;1;1;1;68001;1;Cabecera;161.58138055;2;1;4;2;1
649410;235;1;1;1;68001;1;Cabecera;139.13363759;2;1;4;2;1
649411;235;1;1;1;68001;1;Cabecera;163.26570157;2;1;4;2;1
649413;235;1;1;1;68001;1;Cabecera;107.06661692;2;1;4;2;1
649414;235;1;1;1;68001;1;Cabecera;108.80901047;2;1;4;2;1
649415;235;1;1;1;68001;1;Cabecera;69.499012082;2;1;4;2;1
649416;235;1;1;1;68001;1;Cabecera;124.37175214;2;1;4;2;1
649417;235;1;1;1;68001;1;Cabecera;46.826447181;1;1;4;3;1
649418;235;1;1;1;68001;1;Cabecera;72.111250477;2;1;4;1;1
649419;235;1;1;1;68001;1;Cabecera;112.56387471;1;1;1;1;1
649420;235;1;1;1;68001;1;Cabecera;83.44767918;2;1;1;2;1
649421;235;1;1;1;68001;1;Cabecera;93.878639078;1;1;2;2;1
649422;235;1;1;1;68001;1;Cabecera;105.17881244;2;1;4;1;1
649423;235;1;1;1;68001;1;Cabecera;101.5821962;1;1;1;2;1
649424;235;1;1;1;68001;1;Cabecera;71.390137973;2;1;2;1;1
649425;235;1;1;1;68001;1;Cabecera;101.14024392;2;1;2;2;1
649426;235;1;1;1;68001;1;Cabecera;63.45790042;1;1;1;1;1
649427;235;1;1;1;68001;1;Cabecera;112.39205687;1;1;2;2;1
649428;235;1;1;1;68001;1;Cabecera;85.942308143;1;1;1;1;1
649429;235;1;1;1;68001;1;Cabecera;80.67046539;2;1;4;1;1
649430;235;1;1;1;00000;0;Centro poblado y rur;216.8244539;1;1;1;1;1
649431;235;1;1;1;00000;0;Centro poblado y rur;44.249888551;1;1;1;1;1
649432;235;1;1;1;00000;0;Centro poblado y rur;44.249888551;1;1;1;2;1
649433;235;1;1;1;52001;1;Cabecera;38.269913105;1;1;2;1;1
649434;235;1;1;1;52001;1;Cabecera;62.316632254;2;1;2;2;1
649435;235;1;1;1;52001;1;Cabecera;56.261904845;2;1;1;2;1
649436;235;1;1;1;52001;1;Cabecera;68.767795045;1;1;2;2;1
649437;235;1;1;1;52001;1;Cabecera;48.852471395;2;1;2;2;1
649438;235;1;1;1;52001;1;Cabecera;47.105052335;2;1;2;2;1
649439;235;1;1;1;52001;1;Cabecera;35.422187552;2;1;2;2;1
649440;235;1;1;1;52001;1;Cabecera;48.857362212;2;1;2;2;1
649441;235;1;1;1;52001;1;Cabecera;39.161394946;2;1;2;2;1
649442;235;1;1;1;52001;1;Cabecera;42.118933809;1;1;2;1;1
649443;235;1;1;1;52001;1;Cabecera;47.242440062;1;1;1;1;1
649444;235;1;1;1;52001;1;Cabecera;51.190063015;2;1;2;2;1
649445;235;1;1;1;52001;1;Cabecera;71.1401165;1;1;1;2;1
649446;235;1;1;1;52001;1;Cabecera;57.076115531;2;1;1;1;1
649447;235;1;1;1;52001;1;Cabecera;67.553997158;2;1;1;1;1
649448;235;1;1;1;52001;1;Cabecera;36.676157357;2;1;3;2;1
649449;235;1;1;1;52001;1;Cabecera;63.910456586;1;1;1;2;1
649450;235;1;1;1;52001;1;Cabecera;61.628803101;2;1;1;2;1
649451;235;1;1;1;52001;1;Cabecera;33.94802084;1;1;2;2;1
649452;235;1;1;1;52001;1;Cabecera;50.039997895;1;1;4;1;1
649453;235;1;1;1;52001;1;Cabecera;43.971200659;2;1;3;1;1
649454;235;1;1;1;52001;1;Cabecera;39.442433985;2;1;2;2;1
649455;235;1;1;1;52001;1;Cabecera;37.841272122;2;1;3;2;1
649456;235;1;1;1;52001;1;Cabecera;43.743000057;1;1;4;1;1
649457;235;1;1;1;52001;1;Cabecera;51.730111587;1;1;4;1;1
649458;235;1;1;1;52001;1;Cabecera;48.539754244;1;1;3;1;1
649459;235;1;1;1;52001;1;Cabecera;44.217161776;2;1;3;2;1
649460;235;1;1;1;52001;1;Cabecera;35.695738236;2;1;1;2;1
649461;235;1;1;1;52001;1;Cabecera;44.217161776;2;1;3;1;1
649462;235;1;1;1;52001;1;Cabecera;44.217161776;1;1;3;1;1
649463;235;1;1;1;52001;1;Cabecera;44.970546128;1;1;3;1;1
649464;235;1;1;1;52001;1;Cabecera;31.93212733;1;1;3;1;1
649465;235;1;1;1;52001;1;Cabecera;70.783350201;2;1;2;1;1
649466;235;1;1;1;52001;1;Cabecera;53.701404471;1;1;2;1;1
649467;235;1;1;1;52001;1;Cabecera;55.803579307;2;1;3;2;1
649468;235;1;1;1;52001;1;Cabecera;54.133463851;2;1;1;2;1
649469;235;1;1;1;52001;1;Cabecera;61.27589455;1;1;2;2;1
649470;235;1;1;1;52001;1;Cabecera;44.831610415;1;1;3;1;1
649471;235;1;1;1;52001;1;Cabecera;57.604705303;1;1;3;1;1
649472;235;1;1;1;52001;1;Cabecera;40.77826538;1;1;2;2;1
649473;235;1;1;1;52001;1;Cabecera;87.90922632;2;1;2;2;1
649474;235;1;1;1;52001;1;Cabecera;58.08910401;1;1;3;2;1
649475;235;1;1;1;52001;1;Cabecera;41.921743368;2;1;1;2;1
649476;235;1;1;1;52001;1;Cabecera;51.494004581;2;1;3;2;1
649477;235;1;1;1;52001;1;Cabecera;44.217161776;1;1;3;1;1
649478;235;1;1;1;52001;1;Cabecera;47.28779801;1;1;2;2;1
649479;235;1;1;1;52001;1;Cabecera;57.520216228;2;1;2;2;1
649480;235;1;1;1;52001;1;Cabecera;43.234558181;2;1;4;2;1
649481;235;1;1;1;52001;1;Cabecera;53.322982307;2;1;3;2;1
649482;235;1;1;1;52001;1;Cabecera;44.970546128;1;1;3;1;1
649484;235;1;1;1;52001;1;Cabecera;41.498401292;1;1;2;1;1
649485;235;1;1;1;52001;1;Cabecera;38.981362868;2;1;1;2;1
649486;235;1;1;1;52001;1;Cabecera;52.762461347;1;1;2;2;1
649487;235;1;1;1;52001;1;Cabecera;63.29464295;2;1;2;2;1
649488;235;1;1;1;52001;1;Cabecera;51.22088388;2;1;2;2;1
649489;235;1;1;1;52001;1;Cabecera;39.243563526;2;1;2;2;1
649490;235;1;1;1;52001;1;Cabecera;67.292787673;2;1;2;2;1
649491;235;1;1;1;52001;1;Cabecera;63.558314226;2;1;2;1;1
649493;235;1;1;1;52001;1;Cabecera;42.510942429;2;1;1;2;1
649494;235;1;1;1;52001;1;Cabecera;50.207562172;1;1;2;1;1
649495;235;1;1;1;52001;1;Cabecera;61.850242778;2;1;2;1;1
649496;235;1;1;1;52001;1;Cabecera;43.14487542;2;1;2;2;1
649497;235;1;1;1;52001;1;Cabecera;63.29464295;2;1;2;2;1
649498;235;1;1;1;52001;1;Cabecera;31.959166978;1;1;4;1;1
649499;235;1;1;1;52001;1;Cabecera;49.249535269;2;1;3;2;1
649502;235;1;1;1;52001;1;Cabecera;71.1401165;2;1;2;1;1
649503;235;1;1;1;52001;1;Cabecera;68.402132318;2;1;2;2;1
649504;235;1;1;1;52001;1;Cabecera;45.968775486;2;1;2;2;1
649505;235;1;1;1;52001;1;Cabecera;79.984473461;2;1;2;1;1
649506;235;1;1;1;52001;1;Cabecera;96.753583281;1;1;1;3;1
649507;235;1;1;1;52001;1;Cabecera;37.28298549;2;1;1;2;1
649508;235;1;1;1;52001;1;Cabecera;41.718747013;1;1;1;2;1
649511;235;1;1;1;52001;1;Cabecera;45.578902306;2;2;;2;1
649512;235;1;1;1;52001;1;Cabecera;45.431458889;1;1;3;1;1
649513;235;1;1;1;52001;1;Cabecera;37.793952049;2;1;3;1;1
649514;235;1;1;1;52001;1;Cabecera;53.110037952;1;1;3;2;1
649515;235;1;1;1;52001;1;Cabecera;46.884920704;2;1;3;2;1
649516;235;1;1;1;52001;1;Cabecera;38.952470385;2;1;3;2;1
649517;235;1;1;1;52001;1;Cabecera;60.801895394;2;1;1;2;1
649518;235;1;1;1;52001;1;Cabecera;31.959166978;2;1;4;2;1
649519;235;1;1;1;52001;1;Cabecera;105.41075635;2;1;2;1;1
649520;235;1;1;1;52001;1;Cabecera;31.105736881;1;1;1;1;1
649521;235;1;1;1;52001;1;Cabecera;105.13429994;1;1;2;4;1
649523;235;1;1;1;52001;1;Cabecera;83.526324363;2;1;2;1;1
649524;235;1;1;1;52001;1;Cabecera;54.517079546;2;1;3;1;1
649525;235;1;1;1;52001;1;Cabecera;38.952470385;2;1;1;1;1
649526;235;1;1;1;52001;1;Cabecera;57.222640275;2;1;2;2;1
649528;235;1;1;1;52001;1;Cabecera;44.694816411;1;1;3;1;1
649529;235;1;1;1;52001;1;Cabecera;81.115468703;2;1;3;2;1
649530;235;1;1;1;52001;1;Cabecera;47.28779801;2;1;2;1;1
649531;235;1;1;1;52001;1;Cabecera;45.629879546;2;1;2;2;1
649532;235;1;1;1;52001;1;Cabecera;45.284015472;1;1;3;1;1
649533;235;1;1;1;52001;1;Cabecera;42.180626803;2;1;2;1;1
649534;235;1;1;1;52001;1;Cabecera;70.259696907;1;1;2;1;1
649535;235;1;1;1;52001;1;Cabecera;41.498401292;2;1;2;4;1
649537;235;1;1;1;52001;1;Cabecera;80.960634831;1;1;1;2;1
649538;235;1;1;1;52001;1;Cabecera;69.744503794;2;1;1;2;1
649540;235;1;1;1;52001;1;Cabecera;97.086049484;2;1;3;2;1
649541;235;1;1;1;52001;1;Cabecera;62.885534155;2;1;3;2;1
649542;235;1;1;1;52001;1;Cabecera;65.229846321;2;1;3;2;1
649543;235;1;1;1;52001;1;Cabecera;58.527181743;2;1;3;2;1
649544;235;1;1;1;52001;1;Cabecera;43.234558181;1;1;3;2;1
649545;235;1;1;1;52001;1;Cabecera;81.064796589;2;1;3;1;1
649546;235;1;1;1;52001;1;Cabecera;66.929509193;2;1;2;2;1
649547;235;1;1;1;52001;1;Cabecera;79.984473461;2;1;3;1;1
649550;235;1;1;1;52001;1;Cabecera;65.144887922;2;1;3;2;1
649551;235;1;1;1;52001;1;Cabecera;59.819352729;2;1;3;1;1
649552;235;1;1;1;52001;1;Cabecera;65.144887922;2;1;3;2;1
649554;235;1;1;1;52001;1;Cabecera;53.20165847;3;1;2;2;1
649555;235;1;1;1;52001;1;Cabecera;79.708017054;2;1;3;1;1
649556;235;1;1;1;52001;1;Cabecera;42.510942429;2;1;4;1;1
649557;235;1;1;1;52001;1;Cabecera;64.616256876;1;1;4;1;1
649558;235;1;1;1;52001;1;Cabecera;99.693653466;2;1;3;2;1
649559;235;1;1;1;52001;1;Cabecera;55.613764004;1;1;4;2;1
649560;235;1;1;1;52001;1;Cabecera;43.0610567;1;1;4;2;1
649561;235;1;1;1;52001;1;Cabecera;54.947717417;2;1;2;1;1
649563;235;1;1;1;52001;1;Cabecera;42.658385846;2;1;2;1;1
649564;235;1;1;1;52001;1;Cabecera;32.775221776;2;1;2;2;1
649565;235;1;1;1;52001;1;Cabecera;50.884590118;2;1;2;1;1
649566;235;1;1;1;52001;1;Cabecera;37.241152585;2;1;2;1;1
649567;235;1;1;1;52001;1;Cabecera;51.581200059;2;1;3;1;1
649568;235;1;1;1;52001;1;Cabecera;56.780828092;2;1;2;1;1
649569;235;1;1;1;52001;1;Cabecera;47.08023276;2;1;1;1;1
649570;235;1;1;1;52001;1;Cabecera;42.658385846;2;1;1;2;1
649571;235;1;1;1;52001;1;Cabecera;60.866329502;3;1;2;1;1
649572;235;1;1;1;52001;1;Cabecera;42.658385846;2;1;1;2;1
649573;235;1;1;1;52001;1;Cabecera;35.246554925;2;1;1;2;1
649574;235;1;1;1;52001;1;Cabecera;58.693165212;2;1;1;2;1
649575;235;1;1;1;52001;1;Cabecera;68.402132318;2;1;3;2;1
649576;235;1;1;1;52001;1;Cabecera;55.148305095;2;1;2;2;1
649577;235;1;1;1;52001;1;Cabecera;42.510942429;2;1;3;1;1
649578;235;1;1;1;52001;1;Cabecera;58.60615088;2;1;2;2;1
649579;235;1;1;1;52001;1;Cabecera;58.85029095;2;1;2;1;1
649580;235;1;1;1;52001;1;Cabecera;32.775221776;1;1;4;1;1
649583;235;1;1;1;52001;1;Cabecera;71.1401165;2;1;2;2;1
649584;235;1;1;1;52001;1;Cabecera;50.668246162;2;1;2;2;1
649585;235;1;1;1;52001;1;Cabecera;28.253251517;2;1;3;1;1
649586;235;1;1;1;52001;1;Cabecera;43.031561826;2;1;3;2;1
649587;235;1;1;1;52001;1;Cabecera;43.676057194;2;1;3;4;1
649588;235;1;1;1;52001;1;Cabecera;44.694816411;2;1;3;2;1
649589;235;1;1;1;52001;1;Cabecera;39.25421028;2;1;3;2;1
649590;235;1;1;1;52001;1;Cabecera;78.603268815;3;1;3;2;1
649592;235;1;1;1;52001;1;Cabecera;79.984473461;3;1;3;2;1
649593;235;1;1;1;52001;1;Cabecera;36.52871394;2;1;2;2;1
649594;235;1;1;1;52001;1;Cabecera;68.402132318;3;1;2;2;1
649595;235;1;1;1;52001;1;Cabecera;37.492212155;2;1;3;2;1
649596;235;1;1;1;52001;1;Cabecera;68.402132318;3;1;3;2;1
649598;235;1;1;1;00000;1;Cabecera;657.80024805;1;1;2;1;1
649599;235;1;1;1;00000;1;Cabecera;661.69642629;1;1;2;2;1
649602;235;1;1;1;00000;1;Cabecera;763.90634171;2;1;3;2;1
649603;235;1;1;1;00000;1;Cabecera;701.65359792;2;1;3;1;1
649605;235;1;1;1;00000;1;Cabecera;593.40331758;1;1;3;1;1
649606;235;1;1;1;00000;1;Cabecera;593.40331758;1;1;3;2;1
649608;235;1;1;1;00000;1;Cabecera;569.37737074;1;1;2;1;1
649609;235;1;1;1;00000;1;Cabecera;593.40331758;1;1;3;2;1
649611;235;1;1;1;00000;1;Cabecera;828.57309056;1;1;1;4;1
649612;235;1;1;1;00000;1;Cabecera;828.57309056;2;1;2;1;1
649614;235;1;1;1;00000;1;Cabecera;1425.8166403;2;1;1;3;1
649615;235;1;1;1;00000;1;Cabecera;1276.4485547;2;1;1;2;1
649617;235;1;1;1;00000;1;Cabecera;893.51628422;2;1;2;2;1
649618;235;1;1;1;17001;1;Cabecera;86.177487443;1;1;2;1;1
649619;235;1;1;1;17001;1;Cabecera;94.347812955;1;1;2;1;1
649620;235;1;1;1;17001;1;Cabecera;65.148779661;1;1;2;2;1
649622;235;1;1;1;17001;1;Cabecera;109.3829729;1;1;2;1;1
649623;235;1;1;1;17001;1;Cabecera;73.38546645;1;1;2;2;1
649624;235;1;1;1;17001;1;Cabecera;141.03126616;1;1;1;2;1
649625;235;1;1;1;17001;1;Cabecera;68.789133115;1;1;2;2;1
649627;235;1;1;1;17001;1;Cabecera;95.354883973;2;1;2;2;1
649630;235;1;1;1;17001;1;Cabecera;81.37446987;2;1;3;4;1
649631;235;1;1;1;17001;1;Cabecera;66.685913122;2;1;3;2;1
649632;235;1;1;1;17001;1;Cabecera;99.890370325;2;1;3;2;1
649633;235;1;1;1;17001;1;Cabecera;74.089661349;2;1;3;1;1
649634;235;1;1;1;17001;1;Cabecera;81.301254713;2;1;3;2;1
649635;235;1;1;1;17001;1;Cabecera;94.071279537;2;1;3;2;1
649636;235;1;1;1;17001;1;Cabecera;80.087378424;2;1;3;2;1
649637;235;1;1;1;17001;1;Cabecera;131.82332734;1;1;3;2;1
649638;235;1;1;1;17001;1;Cabecera;86.759450508;2;1;3;2;1
649640;235;1;1;1;17001;1;Cabecera;108.87604154;1;1;2;1;1
649641;235;1;1;1;17001;1;Cabecera;67.346484214;1;1;2;1;1
649642;235;1;1;1;17001;1;Cabecera;87.237264688;2;1;3;2;1
649643;235;1;1;1;17001;1;Cabecera;85.190755716;1;1;2;4;1
649644;235;1;1;1;17001;1;Cabecera;94.427151783;1;1;3;2;1
649645;235;1;1;1;17001;1;Cabecera;78.299315621;1;1;2;2;1
649646;235;1;1;1;17001;1;Cabecera;79.077758855;2;1;2;2;1
649647;235;1;1;1;17001;1;Cabecera;98.786215131;1;1;2;1;1
649648;235;1;1;1;17001;1;Cabecera;71.064858594;2;1;3;1;1
649650;235;1;1;1;17001;1;Cabecera;71.064858594;1;1;3;1;1
649651;235;1;1;1;17001;1;Cabecera;79.055140007;2;1;3;2;1
649652;235;1;1;1;17001;1;Cabecera;83.338274486;2;1;3;2;1
649653;235;1;1;1;17001;1;Cabecera;61.008464045;2;1;3;1;1
649654;235;1;1;1;17001;1;Cabecera;61.643473937;1;1;1;2;1
649655;235;1;1;1;17001;1;Cabecera;83.844482494;1;1;3;1;1
649656;235;1;1;1;17001;1;Cabecera;71.064858594;1;1;3;2;1
649657;235;1;1;1;17001;1;Cabecera;48.852868225;1;1;2;1;1
649658;235;1;1;1;17001;1;Cabecera;68.699345942;1;1;3;1;1
649659;235;1;1;1;17001;1;Cabecera;72.981191;1;1;3;1;1
649660;235;1;1;1;17001;1;Cabecera;84.498952612;1;1;2;2;1
649661;235;1;1;1;17001;1;Cabecera;87.446260787;1;1;2;1;1
649662;235;1;1;1;17001;1;Cabecera;81.307633218;1;1;2;1;1
649663;235;1;1;1;17001;1;Cabecera;75.355615385;1;1;2;2;1
649664;235;1;1;1;17001;1;Cabecera;91.541832423;1;1;2;1;1
649665;235;1;1;1;17001;1;Cabecera;71.854215393;1;1;2;1;1
649666;235;1;1;1;17001;1;Cabecera;92.093720539;1;1;2;4;1
649667;235;1;1;1;17001;1;Cabecera;94.013536038;1;1;2;1;1
649668;235;1;1;1;17001;1;Cabecera;72.547518671;1;1;2;1;1
649669;235;1;1;1;17001;1;Cabecera;81.307633218;1;1;2;2;1
649671;235;1;1;1;17001;1;Cabecera;99.090427761;1;1;3;2;1
649672;235;1;1;1;17001;1;Cabecera;99.090427761;2;1;3;2;1
649673;235;1;1;1;17001;1;Cabecera;138.94312946;2;1;3;2;1
649675;235;1;1;1;17001;1;Cabecera;82.982458721;1;1;3;1;1
649676;235;1;1;1;17001;1;Cabecera;69.362288967;1;1;2;2;1
649677;235;1;1;1;17001;1;Cabecera;85.149810502;1;1;3;1;1
649678;235;1;1;1;17001;1;Cabecera;115.7842986;2;1;3;2;1
649679;235;1;1;1;17001;1;Cabecera;69.303911646;1;1;3;1;1
649680;235;1;1;1;73001;1;Cabecera;80.417443704;2;1;2;1;1
649681;235;1;1;1;73001;1;Cabecera;111.08152966;1;1;2;2;1
649682;235;1;1;1;73001;1;Cabecera;117.6950754;2;1;3;2;1
649683;235;1;1;1;73001;1;Cabecera;111.30563992;1;1;2;1;1
649684;235;1;1;1;73001;1;Cabecera;89.482400754;1;1;2;1;1
649685;235;1;1;1;73001;1;Cabecera;59.550146783;1;1;2;2;1
649686;235;1;1;1;73001;1;Cabecera;81.889083488;1;1;1;1;1
649687;235;1;1;1;73001;1;Cabecera;73.253176996;1;1;2;2;1
649688;235;1;1;1;73001;1;Cabecera;44.215916775;1;1;2;2;1
649689;235;1;1;1;73001;1;Cabecera;66.344391056;1;1;2;1;1
649690;235;1;1;1;73001;1;Cabecera;156.61594076;1;1;2;1;1
649691;235;1;1;1;73001;1;Cabecera;98.652878005;1;1;2;2;1
649692;235;1;1;1;73001;1;Cabecera;137.68008375;1;1;2;2;1
649693;235;1;1;1;73001;1;Cabecera;58.290400903;1;1;1;4;1
649694;235;1;1;1;73001;1;Cabecera;150.12998639;3;1;1;2;1
649695;235;1;1;1;73001;1;Cabecera;170.96806384;3;1;1;2;1
