DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P220;P5785;P5501;P2057;P2059;P2061;P1402;P1403;P1365;P1364;P1363
648775;237;4;1;4;238.74927675;1;3;3;;;;;;;;
648776;237;3;1;3;148.33816469;2;14;3;;;;;;;;
648776;237;4;1;4;148.33816469;1;12;3;;;;;;;;
648776;237;1;1;1;148.33816469;2;40;1;2;1;2;4;4;4;;
648776;237;2;1;2;148.33816469;1;45;2;1;;1;4;4;1;2;1
648778;237;1;1;1;173.62968447;2;52;1;2;2;2;4;4;4;;
648778;237;2;1;2;173.62968447;2;18;3;2;2;2;4;4;5;;
648778;237;3;1;3;173.62968447;1;17;3;2;2;2;4;4;3;;
648780;237;1;1;1;189.69182797;1;54;1;1;;1;4;4;1;1;3
648780;237;2;1;2;189.69182797;2;40;2;1;;1;4;1;1;6;1
648780;237;3;1;3;189.69182797;1;12;3;;;;;;;;
648781;237;1;1;1;173.77176863;2;74;1;2;2;2;4;3;4;;
648783;237;1;1;1;153.97924847;1;68;1;2;2;2;4;4;1;6;1
648783;237;2;1;2;153.97924847;2;51;2;2;2;2;4;4;1;6;1
648783;237;3;1;3;153.97924847;1;25;3;2;2;2;4;4;2;;
648784;237;1;1;1;177.41234127;2;70;1;2;2;2;4;4;4;;
648784;237;2;1;2;177.41234127;2;24;5;2;2;2;4;2;1;6;3
648785;237;1;1;1;171.13562997;2;40;1;2;2;2;4;4;1;1;1
648785;237;2;1;2;171.13562997;1;16;3;2;2;2;4;4;3;;
648785;237;3;1;3;171.13562997;1;12;3;;;;;;;;
648786;237;1;1;1;223.44521767;1;64;1;1;;2;4;4;2;;
648786;237;2;1;2;223.44521767;2;64;2;2;2;2;4;4;4;;
648786;237;3;1;3;223.44521767;2;40;3;2;2;2;4;4;1;2;1
648786;237;4;1;4;223.44521767;1;37;4;2;2;2;3;3;1;6;1
648786;237;5;1;5;223.44521767;2;18;5;2;2;2;4;4;3;;
648787;237;1;1;1;122.59089061;1;31;1;2;2;2;4;4;2;;
648787;237;2;1;2;122.59089061;1;72;8;2;2;2;4;4;2;;
648787;237;3;1;3;122.59089061;2;39;2;2;2;2;4;4;4;;
648787;237;4;1;4;122.59089061;2;4;3;;;;;;;;
648787;237;5;1;5;122.59089061;1;2;3;;;;;;;;
648788;237;1;1;1;145.41608726;1;48;1;2;2;2;4;4;1;1;3
648788;237;2;1;2;145.41608726;2;48;2;2;2;2;4;4;1;1;3
648788;237;3;1;3;145.41608726;1;19;3;2;2;2;4;4;3;;
648788;237;4;1;4;145.41608726;2;9;3;;;;;;;;
648789;237;1;1;1;205.74433247;1;56;1;2;2;2;3;3;4;;
648790;237;1;1;1;132.56288095;2;30;1;2;2;2;4;4;4;;
648790;237;2;1;2;132.56288095;1;33;2;2;2;2;4;4;1;6;1
648790;237;3;1;3;132.56288095;2;6;3;;;;;;;;
648791;237;1;1;1;114.2022158;1;58;1;2;2;2;4;4;4;;
648791;237;2;1;2;114.2022158;2;58;2;2;2;2;4;4;4;;
648792;237;1;1;1;186.60642465;2;41;1;2;2;2;4;1;1;6;3
648792;237;2;1;2;186.60642465;2;18;3;2;2;2;4;4;3;;
648792;237;3;1;3;186.60642465;2;7;3;;;;;;;;
648792;237;4;1;4;186.60642465;1;49;10;2;2;2;4;4;1;6;1
648793;237;1;1;1;140.23774636;2;52;1;2;2;2;4;4;4;;
648793;237;2;1;2;140.23774636;1;57;2;2;2;2;4;4;1;6;1
648793;237;3;1;3;140.23774636;1;28;3;2;2;2;4;4;1;6;1
648793;237;4;1;4;140.23774636;2;20;4;2;2;2;3;2;2;;
648793;237;5;1;5;140.23774636;2;12;5;;;;;;;;
648794;237;1;1;1;145.31980618;1;80;1;2;2;2;4;4;1;6;1
648794;237;2;1;2;145.31980618;2;82;2;2;2;2;4;4;4;;
648794;237;3;1;3;145.31980618;1;60;3;2;2;2;4;4;1;5;1
648794;237;4;1;4;145.31980618;2;56;4;2;2;2;4;4;4;;
648794;237;5;1;5;145.31980618;1;30;3;2;2;2;4;4;1;6;1
648794;237;6;1;6;145.31980618;1;23;3;2;2;2;4;4;3;;
648795;237;3;1;3;130.99336268;2;20;3;2;2;2;4;4;4;;
648795;237;4;1;4;130.99336268;2;11;4;;;;;;;;
648795;237;5;1;5;130.99336268;2;69;6;2;2;2;4;4;4;;
648795;237;6;1;6;130.99336268;1;60;6;2;2;2;4;4;7;;
648795;237;1;1;1;130.99336268;1;42;1;2;2;2;4;4;1;3;1
648795;237;2;1;2;130.99336268;2;40;2;2;2;2;4;4;4;;
648796;237;1;1;1;118.47434006;2;65;1;2;2;2;4;4;4;;
648796;237;2;1;2;118.47434006;2;83;6;1;;2;4;4;4;;
648796;237;3;1;3;118.47434006;2;61;9;2;2;2;2;2;1;1;3
648797;237;1;1;1;137.51958341;1;37;1;2;2;2;3;3;1;5;1
648797;237;2;1;2;137.51958341;2;30;2;2;2;2;3;3;4;;
648797;237;3;1;3;137.51958341;1;10;3;;;;;;;;
648797;237;4;1;4;137.51958341;1;7;3;;;;;;;;
648798;237;1;1;1;121.12937436;2;61;1;2;2;2;4;4;4;;
648798;237;2;1;2;121.12937436;1;79;2;2;2;2;4;4;6;;
648798;237;3;1;3;121.12937436;2;77;3;2;2;2;4;4;2;;
648798;237;4;1;4;121.12937436;2;46;3;2;2;2;4;4;2;;
648798;237;5;1;5;121.12937436;1;18;5;2;2;2;4;4;3;;
648798;237;6;1;6;121.12937436;1;22;5;2;2;2;4;4;1;6;1
648799;237;1;1;1;135.07142672;2;58;1;2;2;2;4;4;4;;
648799;237;2;1;2;135.07142672;1;31;3;2;2;2;4;4;2;;
648799;237;3;1;3;135.07142672;2;37;3;2;2;2;4;4;1;6;1
648799;237;4;1;4;135.07142672;2;11;5;;;;;;;;
648799;237;5;1;5;135.07142672;1;2;5;;;;;;;;
648799;237;6;1;6;135.07142672;1;38;4;2;2;2;4;4;1;6;1
648800;237;1;1;1;112.21654838;2;52;1;2;2;2;4;4;1;6;1
648800;237;2;1;2;112.21654838;2;30;3;2;2;2;4;4;2;;
648800;237;3;1;3;112.21654838;2;11;5;;;;;;;;
648802;237;1;1;1;194.59233228;1;66;1;2;2;2;4;3;1;5;1
648802;237;2;1;2;194.59233228;2;58;2;2;2;2;4;2;4;;
648802;237;3;1;3;194.59233228;2;41;3;2;2;9;4;3;1;6;1
648802;237;4;1;4;194.59233228;1;40;3;2;2;2;4;3;1;6;1
648802;237;5;1;5;194.59233228;1;29;3;2;2;2;4;3;1;6;1
648802;237;6;1;6;194.59233228;2;32;3;2;2;2;4;3;1;6;1
648803;237;1;1;1;113.74152128;2;60;1;2;2;2;1;1;1;1;3
648804;237;1;1;1;153.06377061;2;68;1;2;2;2;4;4;4;;
648804;237;2;1;2;153.06377061;1;24;3;2;2;2;4;4;3;;
648804;237;3;1;3;153.06377061;1;60;2;2;2;2;4;4;1;6;1
648804;237;4;1;4;153.06377061;2;14;8;;;;;;;;
648805;237;1;1;1;211.58781539;1;23;1;2;2;2;3;3;1;3;1
648805;237;2;1;2;211.58781539;2;29;2;2;2;2;3;3;1;2;1
648805;237;3;1;3;211.58781539;2;7;3;;;;;;;;
648805;237;4;1;4;211.58781539;2;28;8;2;2;2;3;2;1;2;1
648805;237;5;1;5;211.58781539;1;8;8;;;;;;;;
648805;237;6;1;6;211.58781539;1;3;8;;;;;;;;
648806;237;1;1;1;196.55649487;2;38;1;2;2;2;2;2;4;;
648806;237;2;1;2;196.55649487;1;40;2;2;2;2;2;2;1;6;1
648806;237;3;1;3;196.55649487;1;15;8;2;2;2;2;2;3;;
648806;237;4;1;4;196.55649487;1;19;3;2;2;2;2;2;3;;
648806;237;5;1;5;196.55649487;2;10;3;;;;;;;;
648806;237;6;1;6;196.55649487;1;2;3;;;;;;;;
648807;237;1;1;1;249.05220409;2;41;1;2;2;2;3;3;1;2;1
648807;237;2;1;2;249.05220409;1;54;2;2;2;2;3;3;1;5;3
648807;237;3;1;3;249.05220409;1;20;3;2;2;2;4;3;4;;
648807;237;4;1;4;249.05220409;1;10;3;;;;;;;;
648808;237;1;1;1;126.56858788;2;45;1;2;2;2;4;4;5;;
648808;237;2;1;2;126.56858788;1;70;6;2;2;2;4;4;6;;
648809;237;1;1;1;103.82019618;1;80;1;2;2;2;4;4;1;1;3
648809;237;2;1;2;103.82019618;2;65;2;2;2;2;4;4;4;;
648810;237;1;1;1;141.68756109;2;30;1;2;2;2;4;4;1;6;1
648810;237;2;1;2;141.68756109;2;14;3;;;;;;;;
648810;237;3;1;3;141.68756109;2;47;9;2;2;2;4;4;4;;
648811;237;1;1;1;200.42999958;2;73;1;2;2;2;4;4;6;;
648811;237;2;1;2;200.42999958;1;41;3;2;2;2;4;4;1;6;1
648811;237;3;1;3;200.42999958;2;36;4;2;2;2;4;4;1;6;3
648811;237;4;1;4;200.42999958;1;9;5;;;;;;;;
648811;237;5;1;5;200.42999958;1;4;5;;;;;;;;
648812;237;1;1;1;202.6253617;2;41;1;2;2;2;4;4;1;6;1
648812;237;2;1;2;202.6253617;1;47;2;2;2;2;4;4;1;6;1
648812;237;3;1;3;202.6253617;1;12;3;;;;;;;;
648813;237;1;1;1;195.33387184;1;83;1;2;2;2;4;4;6;;
648813;237;2;1;2;195.33387184;2;78;2;2;2;2;4;4;6;;
648813;237;3;1;3;195.33387184;1;54;3;2;2;2;4;4;1;6;1
648814;237;1;1;1;197.48791436;2;66;1;2;2;2;4;4;6;;
648814;237;2;1;2;197.48791436;2;46;3;2;2;2;4;2;2;;
648814;237;3;1;3;197.48791436;1;44;3;2;2;2;4;2;1;6;1
648815;237;1;1;1;178.44096219;2;82;1;2;2;2;4;4;6;;
648815;237;2;1;2;178.44096219;1;81;2;2;2;2;4;4;6;;
648816;237;1;1;1;255.87475356;1;28;1;2;2;2;4;1;1;1;1
648816;237;2;1;2;255.87475356;2;23;2;2;2;2;4;4;4;;
648817;237;1;1;1;161.30168807;1;42;1;2;2;2;4;4;1;6;1
648818;237;1;1;1;171.25839504;1;26;1;2;2;2;4;4;1;1;1
648818;237;2;1;2;171.25839504;2;26;2;2;2;2;2;1;1;1;1
648819;237;1;1;1;183.29737281;1;36;1;2;2;2;3;2;1;6;1
648820;237;1;1;1;171.25839504;1;36;1;2;2;2;4;3;1;6;1
648820;237;2;1;2;171.25839504;2;37;2;2;2;2;4;3;1;6;1
648821;237;1;1;1;167.29804559;1;68;1;2;2;2;4;2;1;6;1
648821;237;2;1;2;167.29804559;2;48;2;2;2;2;4;2;1;1;1
648821;237;3;1;3;167.29804559;2;15;3;2;2;2;4;2;3;;
648822;237;1;1;1;145.93535735;2;57;1;2;2;2;4;2;1;6;1
648822;237;2;1;2;145.93535735;2;31;3;2;2;2;4;2;1;1;1
648823;237;1;1;1;145.93535735;2;62;1;2;2;2;2;2;6;;
648823;237;2;1;2;145.93535735;2;38;3;2;2;2;2;2;1;6;1
648824;237;1;1;1;157.97433511;2;67;1;2;2;2;4;4;6;;
648825;237;1;1;1;183.29737281;1;50;1;2;2;2;4;4;1;6;1
648826;237;1;1;1;157.97433511;2;80;1;2;2;2;4;4;6;;
648827;237;1;1;1;157.97433511;2;76;1;2;2;2;4;4;6;;
648828;237;1;1;1;135.63664887;2;45;1;1;;2;4;4;2;;
648828;237;2;1;2;135.63664887;1;45;2;1;;1;4;4;5;;
648830;237;1;1;1;199.2052313;2;45;1;1;;1;3;2;1;6;1
648830;237;2;1;2;199.2052313;1;21;3;2;2;2;3;2;1;2;1
648830;237;3;1;3;199.2052313;2;29;3;2;2;2;2;2;1;6;1
648830;237;4;1;4;199.2052313;1;7;5;;;;;;;;
648831;237;1;1;1;224.03012232;1;37;1;2;2;2;4;4;1;6;1
648832;237;1;1;1;206.22699895;2;55;1;2;2;2;4;4;4;;
648832;237;2;1;2;206.22699895;1;30;3;2;2;2;4;4;1;6;1
648832;237;3;1;3;206.22699895;1;29;3;2;2;2;4;4;2;;
648832;237;4;1;4;206.22699895;2;17;3;2;2;2;4;4;3;;
648832;237;5;1;5;206.22699895;1;15;3;2;2;2;4;4;3;;
648833;237;1;1;1;186.73965451;2;50;1;2;2;2;4;4;1;6;1
648833;237;2;1;2;186.73965451;1;54;2;2;2;2;4;4;1;6;1
648833;237;3;1;3;186.73965451;1;23;3;2;2;2;4;4;3;;
648833;237;4;1;4;186.73965451;1;18;3;2;2;2;4;4;3;;
648834;237;1;1;1;171.25839504;2;50;1;2;2;2;4;1;1;2;1
648834;237;2;1;2;171.25839504;1;48;2;2;2;2;4;1;1;5;3
648836;237;1;1;1;1344.2252226;1;42;1;2;2;2;4;4;1;6;1
648836;237;2;1;2;1344.2252226;2;52;2;2;2;2;4;4;4;;
648836;237;3;1;3;1344.2252226;2;14;3;;;;;;;;
648836;237;4;1;4;1344.2252226;2;27;3;2;2;2;4;4;3;;
648836;237;5;1;5;1344.2252226;1;28;4;2;2;2;4;4;1;6;1
648837;237;2;1;2;486.32732255;2;62;2;2;2;2;4;4;1;1;1
648837;237;3;1;3;486.32732255;2;11;5;;;;;;;;
648837;237;4;1;4;486.32732255;1;7;5;;;;;;;;
648837;237;5;1;5;486.32732255;2;3;5;;;;;;;;
648837;237;1;1;1;486.32732255;1;64;1;2;2;2;4;4;4;;
648838;237;1;1;1;473.73064047;2;60;1;2;2;2;4;4;4;;
648838;237;2;1;2;473.73064047;1;84;6;2;2;2;4;4;5;;
648838;237;3;1;3;473.73064047;1;55;7;2;2;2;4;4;1;3;1
648838;237;4;1;4;473.73064047;1;51;7;2;2;2;4;4;1;6;1
648839;237;1;1;1;491.99672267;2;85;1;2;2;2;4;4;4;;
648839;237;2;1;2;491.99672267;1;52;3;2;2;2;4;4;1;6;1
648839;237;3;1;3;491.99672267;1;50;3;2;2;2;4;4;1;6;2
648840;237;1;1;1;1116.4774846;1;58;1;1;;1;2;2;1;3;3
648840;237;2;1;2;1116.4774846;2;47;2;2;2;2;2;2;4;;
648840;237;3;1;3;1116.4774846;1;23;3;2;2;2;2;2;1;6;1
648840;237;4;1;4;1116.4774846;1;20;3;2;2;2;2;2;1;6;1
648841;237;1;1;1;678.926088;2;35;1;2;2;2;4;3;4;;
648841;237;2;1;2;678.926088;1;37;2;2;2;2;4;3;1;6;2
648841;237;3;1;3;678.926088;1;14;3;;;;;;;;
648841;237;4;1;4;678.926088;1;8;3;;;;;;;;
648843;237;1;1;1;807.55938289;2;52;1;2;9;2;4;4;1;6;1
648843;237;2;1;2;807.55938289;2;37;8;2;9;2;4;4;1;6;1
648843;237;3;1;3;807.55938289;1;28;10;2;1;2;3;3;2;;
648843;237;4;1;4;807.55938289;1;13;8;;;;;;;;
648843;237;5;1;5;807.55938289;1;11;8;;;;;;;;
648843;237;6;1;6;807.55938289;2;52;10;2;1;9;3;3;4;;
648844;237;1;1;1;802.46906975;1;25;1;2;2;2;4;3;1;2;3
648844;237;2;1;2;802.46906975;2;26;2;2;2;2;3;2;1;6;1
648845;237;1;1;1;617.29565622;2;71;1;2;2;2;4;4;4;;
648845;237;2;1;2;617.29565622;2;33;3;2;2;2;4;4;1;6;3
648845;237;3;1;3;617.29565622;1;34;4;2;2;2;4;4;1;6;1
648845;237;4;1;4;617.29565622;1;12;5;;;;;;;;
648845;237;5;1;5;617.29565622;1;6;5;;;;;;;;
648846;237;1;1;1;441.36643803;2;71;1;2;2;2;4;2;6;;
648848;237;1;1;1;577.14074003;2;43;1;2;2;2;4;4;4;;
648848;237;2;1;2;577.14074003;2;11;3;;;;;;;;
648849;237;1;1;1;470.19455466;1;70;1;2;2;2;4;4;6;;
648849;237;2;1;2;470.19455466;2;59;2;2;2;2;4;4;1;1;1
648850;237;1;1;1;498.94640475;1;63;1;2;2;2;4;4;6;;
648850;237;2;1;2;498.94640475;2;51;2;2;2;2;4;4;1;1;1
648850;237;3;1;3;498.94640475;2;25;3;2;2;2;4;4;1;6;1
648851;237;1;1;1;682.69745044;1;63;1;2;2;2;4;4;1;3;3
648852;237;1;1;1;751.03383297;1;35;1;2;2;2;4;4;1;6;1
648852;237;2;1;2;751.03383297;2;31;2;2;2;2;4;4;1;1;1
648852;237;3;1;3;751.03383297;2;8;3;;;;;;;;
648852;237;4;1;4;751.03383297;1;3;3;;;;;;;;
648853;237;1;1;1;441.44163576;2;56;1;2;2;2;4;4;1;1;3
648853;237;2;1;2;441.44163576;2;23;3;2;2;2;4;4;1;6;3
648854;237;1;1;1;64.2805134;1;65;1;2;2;2;4;4;1;2;3
648854;237;2;1;2;64.2805134;2;63;2;2;2;2;4;4;6;;
648855;237;1;1;1;93.527205223;1;54;1;1;;1;4;4;1;3;1
648856;237;1;1;1;221.24873857;1;85;1;2;2;2;4;4;6;;
648856;237;2;1;2;221.24873857;1;57;3;2;2;2;4;4;1;6;1
648856;237;3;1;3;221.24873857;2;47;4;2;2;2;4;4;1;6;1
648856;237;4;1;4;221.24873857;1;18;5;2;2;2;4;4;3;;
648856;237;5;1;5;221.24873857;1;15;5;2;2;2;4;4;3;;
648857;237;1;1;1;178.36600847;2;80;1;2;2;2;4;4;4;;
648858;237;1;1;1;66.881846226;1;62;1;2;2;2;4;4;1;3;3
648859;237;1;1;1;231.34256925;2;47;1;2;2;2;4;4;7;;
648859;237;2;1;2;231.34256925;1;27;3;2;2;2;4;4;1;6;1
648859;237;3;1;3;231.34256925;2;24;4;2;2;2;3;3;4;;
648860;237;1;1;1;66.673703598;1;58;1;2;1;2;4;4;1;1;1
648860;237;2;1;2;66.673703598;2;60;2;2;2;2;4;4;4;;
648860;237;3;1;3;66.673703598;1;33;3;2;2;2;4;4;1;2;1
648860;237;4;1;4;66.673703598;2;27;3;2;2;2;4;4;1;2;1
648861;237;1;1;1;225.73352973;2;21;1;2;2;2;4;4;3;;
648862;237;1;1;1;150.65745328;1;77;1;2;2;2;4;4;7;;
648862;237;2;1;2;150.65745328;2;73;2;2;2;2;4;4;4;;
648863;237;2;1;2;246.12740282;2;22;2;2;2;2;2;2;4;;
648863;237;3;1;3;246.12740282;2;1;3;;;;;;;;
648863;237;1;1;1;246.12740282;1;25;1;2;2;2;2;2;1;6;3
648864;237;1;1;1;115.42811403;2;58;1;2;2;2;4;4;4;;
648864;237;2;1;2;115.42811403;1;61;2;2;2;2;4;4;1;6;1
648864;237;3;1;3;115.42811403;2;30;3;2;2;2;4;4;1;6;3
648864;237;4;1;4;115.42811403;2;85;6;2;2;2;4;4;7;;
648865;237;1;1;1;96.712365097;2;57;1;2;1;2;3;3;4;;
648865;237;2;1;2;96.712365097;1;58;2;2;1;2;3;3;1;3;1
648865;237;3;1;3;96.712365097;1;27;3;2;2;2;3;3;1;6;1
648865;237;4;1;4;96.712365097;2;21;3;2;2;2;3;3;1;6;1
648866;237;2;1;2;70.352862825;2;10;3;;;;;;;;
648866;237;3;1;3;70.352862825;2;2;3;;;;;;;;
648866;237;1;1;1;70.352862825;2;27;1;2;2;2;4;4;1;4;3
648867;237;1;1;1;125.68740946;1;63;1;2;2;2;3;3;1;2;1
648867;237;2;1;2;125.68740946;1;38;3;2;2;2;3;2;1;5;3
648867;237;3;1;3;125.68740946;1;34;3;9;9;2;2;2;1;2;1
648868;237;1;1;1;83.344150586;1;59;1;2;2;2;4;4;1;8;1
648868;237;2;1;2;83.344150586;2;53;2;2;2;2;4;4;4;;
648868;237;3;1;3;83.344150586;1;27;3;2;2;2;4;4;1;8;1
648868;237;4;1;4;83.344150586;2;26;3;2;2;2;4;4;4;;
648868;237;5;1;5;83.344150586;2;19;3;2;2;2;4;4;4;;
648868;237;6;1;6;83.344150586;2;0;5;;;;;;;;
648868;237;7;1;7;83.344150586;1;7;5;;;;;;;;
648869;237;1;1;1;105.59551211;2;40;1;2;2;2;4;2;4;;
648869;237;2;1;2;105.59551211;1;31;7;2;2;2;4;4;1;5;3
648870;237;1;1;1;75.809654884;1;45;1;2;2;2;4;4;1;6;3
648870;237;2;1;2;75.809654884;2;39;2;2;2;2;3;2;4;;
648870;237;3;1;3;75.809654884;2;12;3;;;;;;;;
648870;237;4;1;4;75.809654884;1;3;3;;;;;;;;
648870;237;5;1;5;75.809654884;2;49;8;2;2;2;3;2;1;5;1
648871;237;1;1;1;161.74359029;2;50;1;2;2;2;3;2;1;5;3
648871;237;2;1;2;161.74359029;1;49;2;2;2;2;3;2;1;5;3
648871;237;3;1;3;161.74359029;1;21;3;2;2;2;3;2;4;;
648871;237;4;1;4;161.74359029;1;16;3;2;2;2;3;2;7;;
648871;237;5;1;5;161.74359029;1;10;3;;;;;;;;
648871;237;6;1;6;161.74359029;1;8;3;;;;;;;;
648872;237;1;1;1;140.09372834;2;66;1;2;2;2;4;4;4;;
648872;237;2;1;2;140.09372834;2;44;3;9;9;9;4;4;5;;
648872;237;3;1;3;140.09372834;1;40;3;9;9;9;4;4;1;5;1
648872;237;4;1;4;140.09372834;2;18;5;2;2;2;4;4;3;;
648872;237;5;1;5;140.09372834;2;17;5;9;9;9;4;4;3;;
648872;237;6;1;6;140.09372834;2;0;8;;;;;;;;
648873;237;1;1;1;121.78021513;1;34;1;9;9;9;4;1;1;1;1
648874;237;1;1;1;64.549159667;1;53;1;2;2;2;4;4;1;3;1
648874;237;2;1;2;64.549159667;2;48;2;2;2;2;2;2;4;;
648874;237;3;1;3;64.549159667;1;14;3;;;;;;;;
648874;237;4;1;4;64.549159667;2;31;3;2;2;2;3;3;1;6;1
648874;237;5;1;5;64.549159667;1;9;5;;;;;;;;
648874;237;6;1;6;64.549159667;2;9;5;;;;;;;;
648874;237;7;1;7;64.549159667;1;5;5;;;;;;;;
648875;237;1;1;1;159.4029313;2;38;1;2;2;2;3;3;1;5;1
648875;237;2;1;2;159.4029313;1;26;2;2;2;2;3;3;1;5;3
648875;237;3;1;3;159.4029313;1;18;3;2;2;2;3;3;1;5;3
648875;237;4;1;4;159.4029313;1;16;3;2;2;2;3;3;7;;
648875;237;5;1;5;159.4029313;1;11;3;;;;;;;;
648875;237;6;1;6;159.4029313;2;9;3;;;;;;;;
648876;237;1;1;1;86.364110298;2;40;1;2;2;2;3;3;4;;
648876;237;2;1;2;86.364110298;1;42;2;2;2;2;3;3;1;6;1
648876;237;3;1;3;86.364110298;1;8;3;;;;;;;;
648876;237;4;1;4;86.364110298;2;5;3;;;;;;;;
648876;237;5;1;5;86.364110298;1;2;3;;;;;;;;
648877;237;1;1;1;128.52364958;1;46;1;2;2;2;4;2;1;6;1
648877;237;2;1;2;128.52364958;2;48;2;2;2;2;2;2;4;;
648877;237;3;1;3;128.52364958;2;17;3;2;2;2;2;2;3;;
648879;237;1;1;1;57.299880045;1;56;1;1;;1;4;4;1;5;1
648879;237;2;1;2;57.299880045;2;46;2;1;;1;4;4;4;;
648879;237;3;1;3;57.299880045;2;13;3;;;;;;;;
648879;237;4;1;4;57.299880045;1;10;3;;;;;;;;
648880;237;1;1;1;117.43660992;2;24;1;2;2;2;4;4;1;1;1
648880;237;2;1;2;117.43660992;2;0;3;;;;;;;;
648881;237;1;1;1;137.69389911;2;68;1;2;2;2;4;3;4;;
648881;237;2;1;2;137.69389911;1;50;3;2;2;2;4;4;5;;
648881;237;3;1;3;137.69389911;1;50;3;2;2;2;4;4;2;;
648882;237;1;1;1;100.6699974;2;51;1;2;2;2;4;4;1;6;1
648882;237;2;1;2;100.6699974;1;23;3;2;2;2;4;4;3;;
648882;237;3;1;3;100.6699974;2;14;3;;;;;;;;
648882;237;4;1;4;100.6699974;2;12;3;;;;;;;;
648882;237;5;1;5;100.6699974;2;70;6;9;9;9;4;4;6;;
648884;237;1;1;1;220.31023858;2;62;1;2;2;2;4;4;4;;
648884;237;2;1;2;220.31023858;1;40;3;2;2;2;3;3;1;6;1
648884;237;3;1;3;220.31023858;1;32;3;2;2;2;4;4;1;3;3
648885;237;1;1;1;117.40287185;1;55;1;2;2;2;4;4;1;6;1
648885;237;2;1;2;117.40287185;2;65;2;2;2;2;4;4;5;;
648885;237;3;1;3;117.40287185;1;23;3;2;2;2;4;4;1;6;1
648886;237;1;1;1;87.085737273;1;57;1;1;;2;4;3;1;4;1
648887;237;1;1;1;117.14170243;2;55;1;2;2;2;4;4;4;;
648887;237;2;1;2;117.14170243;1;56;2;2;2;2;4;4;1;6;1
648887;237;3;1;3;117.14170243;1;30;3;2;2;2;4;4;1;6;1
648887;237;4;1;4;117.14170243;2;29;3;2;2;2;4;4;2;;
648887;237;5;1;5;117.14170243;2;11;5;;;;;;;;
648887;237;6;1;6;117.14170243;1;8;5;;;;;;;;
648889;237;1;1;1;156.19936882;1;33;1;2;2;2;4;4;1;3;1
648889;237;2;1;2;156.19936882;2;40;2;2;2;2;4;4;4;;
648889;237;3;1;3;156.19936882;2;6;3;;;;;;;;
648891;237;1;1;1;182.42515158;1;56;1;2;2;2;4;4;1;6;3
648891;237;2;1;2;182.42515158;2;58;2;2;2;2;4;4;4;;
648891;237;3;1;3;182.42515158;1;23;3;2;2;2;4;4;2;;
648891;237;4;1;4;182.42515158;2;78;6;2;2;2;4;4;5;;
648892;237;1;1;1;51.850661479;1;59;1;2;2;2;4;4;1;2;3
648892;237;2;1;2;51.850661479;2;54;2;2;2;2;4;4;4;;
648892;237;3;1;3;51.850661479;2;68;4;2;2;2;3;3;1;2;1
648893;237;1;1;1;110.16740536;2;39;1;2;2;2;4;4;1;6;1
648893;237;2;1;2;110.16740536;1;37;2;2;2;2;4;4;1;6;1
648893;237;3;1;3;110.16740536;1;22;3;2;2;2;3;3;1;6;1
648893;237;4;1;4;110.16740536;2;19;3;2;2;2;3;3;2;;
648893;237;5;1;5;110.16740536;2;57;6;2;2;2;4;4;6;;
648893;237;6;1;6;110.16740536;1;71;6;2;2;2;4;4;5;;
648894;237;1;1;1;150.47594724;1;52;1;2;2;2;4;4;1;6;1
648894;237;2;1;2;150.47594724;2;36;2;2;2;2;3;3;1;6;1
648894;237;3;1;3;150.47594724;1;23;3;2;2;2;4;4;1;6;1
648894;237;4;1;4;150.47594724;1;19;3;2;2;2;3;3;2;;
648894;237;5;1;5;150.47594724;2;15;3;2;2;2;3;3;3;;
648895;237;1;1;1;105.73708872;2;44;1;2;2;2;4;4;2;;
648895;237;2;1;2;105.73708872;2;14;3;;;;;;;;
648896;237;1;1;1;116.49781263;2;25;1;2;2;2;4;1;2;;
648898;237;1;1;1;74.975697035;2;28;1;2;2;2;4;4;1;6;1
648898;237;2;1;2;74.975697035;1;27;2;2;2;2;4;4;1;6;1
648898;237;3;1;3;74.975697035;2;11;3;;;;;;;;
648899;237;1;1;1;165.10534741;1;91;1;2;2;2;4;4;7;;
648899;237;2;1;2;165.10534741;2;76;2;2;2;2;4;4;4;;
648899;237;3;1;3;165.10534741;1;54;3;2;2;2;4;4;1;3;1
648899;237;4;1;4;165.10534741;1;40;3;2;2;2;4;4;1;6;2
648900;237;1;1;1;121.77252496;1;60;1;2;2;2;4;4;1;2;1
648900;237;2;1;2;121.77252496;2;47;2;2;2;2;4;4;4;;
648900;237;3;1;3;121.77252496;1;37;3;2;2;2;4;4;1;2;1
648901;237;1;1;1;164.40329043;1;38;1;2;2;2;4;4;1;3;1
648902;237;6;1;6;92.650242878;2;6;5;;;;;;;;
648902;237;1;1;1;92.650242878;1;69;1;2;2;2;4;4;1;6;1
648902;237;2;1;2;92.650242878;2;35;3;2;2;2;4;4;4;;
648902;237;3;1;3;92.650242878;1;38;4;2;2;2;4;4;2;;
648902;237;4;1;4;92.650242878;1;13;5;;;;;;;;
648902;237;5;1;5;92.650242878;2;9;5;;;;;;;;
648903;237;1;1;1;165.10534741;2;64;1;1;;2;4;4;6;;
648903;237;2;1;2;165.10534741;1;39;3;2;2;2;4;4;1;1;1
648903;237;3;1;3;165.10534741;1;36;3;2;2;2;4;4;1;1;1
