DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P220;P5785;P5501;P2057;P2059;P2061;P1402;P1403;P1365;P1364;P1363
694772;237;3;1;3;174.85552747;2;28;3;2;2;2;4;4;1;6;1
694772;237;4;1;4;174.85552747;1;22;3;2;2;2;4;4;3;;
694772;237;5;1;5;174.85552747;1;20;3;2;2;2;4;4;1;6;1
694773;237;1;1;1;143.65938846;1;70;1;2;2;2;4;4;2;;
694774;237;1;1;1;90.660595364;1;74;1;2;2;2;4;4;1;1;1
694774;237;2;1;2;90.660595364;2;24;3;2;2;2;4;4;3;;
694774;237;3;1;3;90.660595364;1;31;3;2;2;2;4;4;2;;
694775;237;1;1;1;52.217422383;2;47;1;2;2;2;4;4;1;1;3
694775;237;2;1;2;52.217422383;2;28;3;2;2;2;4;4;1;6;1
694775;237;3;1;3;52.217422383;2;20;3;2;2;2;4;4;1;6;1
694775;237;4;1;4;52.217422383;2;7;5;;;;;;;;
694776;237;1;1;1;68.28177244;2;70;1;1;;2;4;4;4;;
694777;237;1;1;1;78.730802961;2;52;1;2;2;2;4;2;1;6;1
694777;237;2;1;2;78.730802961;1;21;3;2;2;2;4;3;4;;
694777;237;3;1;3;78.730802961;1;17;3;2;2;2;3;2;4;;
694778;237;4;1;4;135.39554774;2;12;3;;;;;;;;
694778;237;5;1;5;135.39554774;2;79;6;2;2;2;4;4;5;;
694778;237;1;1;1;135.39554774;1;38;1;2;2;2;4;4;1;6;1
694778;237;2;1;2;135.39554774;2;35;2;2;2;2;4;4;1;6;1
694778;237;3;1;3;135.39554774;1;14;3;;;;;;;;
694779;237;1;1;1;88.503695;1;42;1;2;2;2;4;4;1;4;1
694779;237;2;1;2;88.503695;2;18;2;2;2;2;4;4;4;;
694779;237;3;1;3;88.503695;1;3;3;;;;;;;;
694779;237;4;1;4;88.503695;2;2;3;;;;;;;;
694780;237;1;1;1;93.925905719;2;65;1;1;;2;4;4;1;2;1
694780;237;2;1;2;93.925905719;1;28;3;2;2;2;4;4;1;8;1
694782;237;1;1;1;90.96377623;1;37;1;2;2;2;3;3;1;8;1
694782;237;2;1;2;90.96377623;2;34;2;2;2;2;2;2;1;6;1
694782;237;3;1;3;90.96377623;1;22;8;2;2;2;2;2;1;8;1
694782;237;4;1;4;90.96377623;2;10;3;;;;;;;;
694782;237;5;1;5;90.96377623;1;7;3;;;;;;;;
694783;237;1;1;1;130.75523627;1;36;1;2;2;2;3;3;1;6;1
694783;237;2;1;2;130.75523627;2;33;2;2;2;2;3;3;1;6;1
694784;237;1;1;1;113.80295407;2;74;1;1;;2;4;4;5;;
694785;237;1;1;1;131.63781494;1;36;1;2;1;2;4;4;1;6;1
694785;237;2;1;2;131.63781494;2;42;2;2;2;2;4;4;4;;
694785;237;3;1;3;131.63781494;1;9;3;;;;;;;;
694788;237;1;1;1;69.833630904;2;55;1;1;;9;4;4;1;6;2
694789;237;1;1;1;86.711639672;1;47;1;2;2;2;4;2;1;3;1
694792;237;1;1;1;110.82295681;1;65;1;2;2;2;4;4;2;;
694793;237;1;1;1;48.901076836;2;50;1;1;;2;4;4;1;2;1
694793;237;2;1;2;48.901076836;2;17;3;2;2;2;4;4;4;;
694793;237;3;1;3;48.901076836;2;32;3;2;2;2;4;4;1;6;1
694793;237;4;1;4;48.901076836;1;6;5;;;;;;;;
694793;237;5;1;5;48.901076836;2;5;5;;;;;;;;
694794;237;1;1;1;68.242060013;1;64;1;2;2;2;4;4;1;6;1
694794;237;2;1;2;68.242060013;1;20;3;2;2;2;4;2;1;6;1
694797;237;1;1;1;58.430720677;1;74;1;2;2;2;4;4;4;;
694797;237;2;1;2;58.430720677;2;84;2;1;;2;4;4;4;;
694800;237;1;1;1;69.576724127;1;68;1;1;;1;4;4;1;5;1
694800;237;2;1;2;69.576724127;2;55;2;1;;2;4;4;4;;
694800;237;3;1;3;69.576724127;1;10;5;;;;;;;;
694800;237;4;1;4;69.576724127;1;4;5;;;;;;;;
694801;237;1;1;1;55.0716774;2;62;1;2;2;2;3;3;4;;
694801;237;2;1;2;55.0716774;2;43;3;2;2;2;3;3;1;6;1
694801;237;3;1;3;55.0716774;2;22;5;2;2;2;3;3;3;;
694801;237;4;1;4;55.0716774;2;19;5;2;2;2;3;3;3;;
694802;237;1;1;1;90.324624659;1;40;1;1;;2;4;4;1;3;1
694805;237;2;1;2;48.278677034;2;33;3;2;2;2;4;4;1;6;1
694805;237;3;1;3;48.278677034;1;22;3;2;2;2;4;4;1;6;1
694805;237;4;1;4;48.278677034;2;29;3;2;2;2;4;4;1;6;1
694805;237;5;1;5;48.278677034;2;10;5;;;;;;;;
694805;237;1;1;1;48.278677034;1;60;1;1;;2;4;4;1;7;1
694806;237;1;1;1;122.70971129;1;16;1;2;2;2;4;4;1;6;1
694806;237;2;1;2;122.70971129;2;17;2;2;2;2;2;2;4;;
694807;237;4;1;4;125.91782219;2;16;3;2;2;2;4;4;3;;
694807;237;5;1;5;125.91782219;2;13;3;;;;;;;;
694807;237;1;1;1;125.91782219;2;45;1;2;2;2;4;3;1;6;1
694807;237;2;1;2;125.91782219;1;47;2;2;2;2;4;3;1;3;1
694807;237;3;1;3;125.91782219;1;18;3;2;2;2;4;4;3;;
694809;237;1;1;1;78.215011963;1;63;1;1;;2;4;4;1;1;3
694809;237;2;1;2;78.215011963;2;44;2;2;2;2;4;4;4;;
694809;237;3;1;3;78.215011963;1;19;3;2;2;2;4;4;1;6;1
694809;237;4;1;4;78.215011963;2;12;3;;;;;;;;
694811;237;1;1;1;85.35221555;2;59;1;1;;2;4;4;1;1;1
694812;237;1;1;1;108.38954959;1;36;1;2;2;2;4;4;1;3;1
694813;237;1;1;1;85.35221555;2;66;1;1;;2;4;4;1;2;1
694814;237;1;1;1;70.775379005;2;48;1;1;;2;4;4;1;7;1
694814;237;2;1;2;70.775379005;2;22;3;2;2;2;4;4;4;;
694814;237;3;1;3;70.775379005;1;14;3;;;;;;;;
694814;237;4;1;4;70.775379005;2;15;8;2;2;2;4;4;3;;
694816;237;1;1;1;123.96229557;2;37;1;1;;1;4;2;1;6;1
694816;237;2;1;2;123.96229557;1;40;2;2;1;2;4;2;1;6;1
694816;237;3;1;3;123.96229557;2;14;3;;;;;;;;
694818;237;1;1;1;85.35221555;2;61;1;1;;2;4;1;4;;
694820;237;1;1;1;136.59043887;1;64;1;2;1;2;4;1;1;6;1
694820;237;2;1;2;136.59043887;2;61;2;2;1;2;4;1;1;1;1
694820;237;3;1;3;136.59043887;1;38;3;2;2;2;4;1;1;1;1
694824;237;1;1;1;118.38786771;2;57;1;2;2;2;4;4;1;6;1
694824;237;2;1;2;118.38786771;1;21;3;2;2;2;4;4;3;;
694824;237;3;1;3;118.38786771;2;11;3;;;;;;;;
694825;237;1;1;1;94.0616253;2;61;1;2;2;2;4;3;6;;
694826;237;1;1;1;86.711639672;1;40;1;2;2;2;1;1;1;6;1
694827;237;3;1;3;108.80268378;1;1;3;;;;;;;;
694827;237;1;1;1;108.80268378;1;33;1;1;;2;4;2;1;7;1
694827;237;2;1;2;108.80268378;2;37;2;1;;2;4;2;4;;
694828;237;1;1;1;48.442257386;2;35;1;2;2;2;2;1;1;1;1
694828;237;2;1;2;48.442257386;1;11;3;;;;;;;;
694828;237;3;1;3;48.442257386;2;60;6;2;2;2;2;1;4;;
694830;237;1;1;1;48.018619626;2;80;1;2;2;2;4;4;6;;
694830;237;2;1;2;48.018619626;2;53;3;2;2;2;4;4;1;6;1
694831;237;1;1;1;76.618340512;1;60;1;1;;2;2;2;8;;
694832;237;1;1;1;87.170157516;2;36;1;2;2;2;4;4;1;5;1
694832;237;2;1;2;87.170157516;1;50;2;2;2;2;4;4;1;6;1
694835;237;1;1;1;84.960612501;1;38;1;1;;2;3;2;1;5;3
694835;237;2;1;2;84.960612501;2;26;2;2;2;2;4;1;7;;
694835;237;3;1;3;84.960612501;2;16;3;2;2;2;4;1;4;;
694835;237;4;1;4;84.960612501;1;8;3;;;;;;;;
694835;237;5;1;5;84.960612501;1;5;3;;;;;;;;
694835;237;6;1;6;84.960612501;1;1;3;;;;;;;;
694837;237;1;1;1;70.860852702;2;31;1;2;2;2;4;4;1;8;3
694837;237;2;1;2;70.860852702;1;10;3;;;;;;;;
694838;237;1;1;1;76.618340512;1;63;1;2;2;2;4;4;1;8;1
694839;237;1;1;1;81.621264575;1;28;1;2;2;2;4;4;1;6;3
694839;237;2;1;2;81.621264575;2;29;2;2;2;2;4;4;1;6;1
694839;237;3;1;3;81.621264575;2;2;3;;;;;;;;
694840;237;1;1;1;103.91800945;2;21;1;2;2;2;4;1;3;;
694840;237;2;1;2;103.91800945;1;32;2;1;;2;4;1;1;6;1
694841;237;2;1;2;98.066427206;1;30;2;2;2;2;4;2;1;6;1
694841;237;1;1;1;98.066427206;2;25;1;2;2;2;4;2;1;1;1
694842;237;1;1;1;153.78334082;2;63;1;1;;2;4;4;4;;
694842;237;2;1;2;153.78334082;1;24;3;2;2;2;4;4;1;6;1
694842;237;3;1;3;153.78334082;1;22;3;2;2;2;4;4;1;6;1
694843;237;1;1;1;86.001158864;2;88;1;1;;2;4;4;6;;
694843;237;2;1;2;86.001158864;2;59;3;2;2;2;4;4;1;6;1
694843;237;3;1;3;86.001158864;1;40;5;2;2;2;4;4;1;6;1
694844;237;1;1;1;84.624309605;2;42;1;2;2;2;4;4;1;1;1
694844;237;2;1;2;84.624309605;1;43;2;2;2;2;4;4;1;6;1
694844;237;3;1;3;84.624309605;1;5;3;;;;;;;;
694845;237;1;1;1;92.90532822;1;38;1;2;2;2;4;4;1;6;1
694847;237;1;1;1;74.584985147;2;39;1;2;2;2;4;4;1;6;3
694847;237;2;1;2;74.584985147;2;18;3;2;2;2;4;4;1;6;1
694848;237;1;1;1;144.93971426;1;41;1;2;2;2;3;2;1;5;1
694848;237;2;1;2;144.93971426;2;35;2;2;2;2;3;2;4;;
694848;237;3;1;3;144.93971426;1;19;3;2;2;2;2;2;1;5;1
694848;237;4;1;4;144.93971426;2;17;3;2;2;2;2;2;1;6;1
694848;237;5;1;5;144.93971426;2;7;3;;;;;;;;
694848;237;6;1;6;144.93971426;2;2;3;;;;;;;;
694848;237;7;1;7;144.93971426;1;26;10;2;2;2;2;2;1;6;1
694849;237;1;1;1;88.938590951;2;47;1;2;2;2;4;4;1;2;1
694850;237;1;1;1;122.96285844;2;48;1;1;;2;4;3;4;;
694850;237;2;1;2;122.96285844;1;53;2;2;2;2;4;3;1;6;1
694850;237;3;1;3;122.96285844;2;23;3;2;2;2;4;3;1;6;1
694850;237;4;1;4;122.96285844;2;21;3;2;2;2;4;4;1;6;1
694850;237;5;1;5;122.96285844;1;16;3;2;2;2;4;3;7;;
694850;237;6;1;6;122.96285844;1;9;3;;;;;;;;
694852;237;1;1;1;114.77990331;1;44;1;2;2;2;4;2;1;8;1
694852;237;2;1;2;114.77990331;2;33;2;2;2;2;4;2;4;;
694852;237;3;1;3;114.77990331;2;10;3;;;;;;;;
694856;237;2;1;2;70.362094553;2;13;3;;;;;;;;
694856;237;1;1;1;70.362094553;2;29;1;2;2;2;4;4;1;6;1
694856;237;3;1;3;70.362094553;2;9;3;;;;;;;;
694856;237;4;1;4;70.362094553;2;63;6;2;1;2;4;4;4;;
694857;237;1;1;1;102.15511617;1;55;1;1;;2;4;1;1;5;3
694857;237;2;1;2;102.15511617;2;23;2;2;2;2;4;1;4;;
694860;237;1;1;1;72.848234064;1;66;1;1;;2;4;4;1;6;1
694860;237;2;1;2;72.848234064;2;62;2;1;;2;4;4;4;;
694860;237;3;1;3;72.848234064;1;25;5;2;2;2;4;4;1;6;1
694863;237;1;1;1;56.184140475;2;74;1;1;;2;4;4;4;;
694863;237;2;1;2;56.184140475;2;34;3;2;2;2;4;4;1;6;1
694863;237;3;1;3;56.184140475;2;11;5;;;;;;;;
694863;237;4;1;4;56.184140475;1;7;5;;;;;;;;
694863;237;5;1;5;56.184140475;1;21;5;2;2;2;4;4;5;;
694864;237;1;1;1;183.87455101;1;25;1;2;2;2;4;4;1;6;1
694864;237;2;1;2;183.87455101;2;26;2;2;2;2;4;3;4;;
694865;237;1;1;1;94.700929081;2;76;1;2;2;2;4;4;4;;
694865;237;2;1;2;94.700929081;1;48;3;2;2;2;4;4;1;6;1
694865;237;3;1;3;94.700929081;2;37;4;2;2;2;4;4;1;6;1
694865;237;4;1;4;94.700929081;1;9;5;;;;;;;;
694866;237;1;1;1;75.872510691;1;63;1;2;2;2;4;4;1;6;3
694866;237;2;1;2;75.872510691;2;51;2;2;2;2;4;4;4;;
694868;237;6;1;6;123.33711126;1;10;3;;;;;;;;
694868;237;1;1;1;123.33711126;1;53;1;1;;2;4;4;1;6;1
694868;237;2;1;2;123.33711126;2;42;2;2;2;2;4;4;4;;
694868;237;3;1;3;123.33711126;2;17;3;2;2;2;4;4;3;;
694868;237;4;1;4;123.33711126;2;15;3;2;2;2;4;3;3;;
694868;237;5;1;5;123.33711126;1;13;3;;;;;;;;
694869;237;1;1;1;137.06250603;1;59;1;1;;2;4;4;1;7;1
694869;237;2;1;2;137.06250603;2;14;3;;;;;;;;
694870;237;1;1;1;178.14515905;1;48;1;1;;2;2;2;1;7;1
694870;237;2;1;2;178.14515905;2;18;3;2;2;2;2;2;7;;
694871;237;1;1;1;116.38938484;2;81;1;1;;1;4;4;5;;
694872;237;1;1;1;125.95877954;2;25;1;2;2;2;1;1;1;6;1
694872;237;2;1;2;125.95877954;1;6;3;;;;;;;;
694872;237;3;1;3;125.95877954;2;2;3;;;;;;;;
694873;237;1;1;1;135.53222074;2;36;1;2;2;2;4;4;1;1;1
694873;237;2;1;2;135.53222074;1;39;2;2;2;2;4;4;1;3;1
694873;237;3;1;3;135.53222074;1;10;3;;;;;;;;
694873;237;4;1;4;135.53222074;1;7;3;;;;;;;;
694874;237;1;1;1;99.291846451;2;29;1;2;2;2;4;4;1;6;1
694874;237;2;1;2;99.291846451;2;6;3;;;;;;;;
694875;237;1;1;1;64.844210556;2;57;1;1;;1;4;4;1;6;3
694875;237;2;1;2;64.844210556;1;68;2;1;;1;4;4;1;1;1
694875;237;3;1;3;64.844210556;2;17;3;2;2;2;4;4;1;6;3
694875;237;4;1;4;64.844210556;1;87;6;1;;1;4;4;4;;
694875;237;5;1;5;64.844210556;1;60;10;1;;1;2;2;1;6;1
694876;237;1;1;1;59.492827028;2;41;1;2;2;2;4;4;4;;
694876;237;2;1;2;59.492827028;1;56;2;2;2;2;4;4;1;8;1
694876;237;3;1;3;59.492827028;2;20;3;2;2;2;4;4;3;;
694876;237;4;1;4;59.492827028;2;16;3;2;2;2;4;4;3;;
694878;237;1;1;1;68.956506461;1;63;1;1;;2;4;4;1;1;1
694879;237;1;1;1;83.134407558;2;19;1;2;2;2;4;3;1;6;1
694879;237;2;1;2;83.134407558;1;27;2;2;2;2;4;3;1;3;1
694880;237;1;1;1;78.453141764;2;42;1;2;2;2;4;3;1;1;1
694880;237;2;1;2;78.453141764;1;34;2;2;2;2;4;3;1;6;1
694882;237;1;1;1;193.32108;2;55;1;1;;1;4;4;1;7;1
694882;237;2;1;2;193.32108;1;60;2;1;;1;4;4;1;7;1
694882;237;3;1;3;193.32108;1;27;3;1;;1;4;4;1;8;1
694882;237;4;1;4;193.32108;1;25;3;1;;1;4;4;1;8;1
694884;237;1;1;1;59.746550885;2;87;1;2;2;2;4;2;4;;
694886;237;1;1;1;64.753985835;1;83;1;2;2;2;4;4;5;;
694886;237;2;1;2;64.753985835;2;73;2;2;2;2;4;4;4;;
694886;237;3;1;3;64.753985835;1;26;3;2;2;2;4;4;1;4;3
694887;237;1;1;1;68.256917144;2;43;1;2;2;2;4;4;4;;
694887;237;2;1;2;68.256917144;1;46;2;2;2;2;4;4;1;3;3
694887;237;3;1;3;68.256917144;1;23;3;2;2;2;4;4;1;7;1
694888;237;5;1;5;52.333959645;2;2;5;;;;;;;;
694888;237;6;1;6;52.333959645;1;0;5;;;;;;;;
694888;237;1;1;1;52.333959645;2;52;1;2;2;2;4;4;1;1;1
694888;237;2;1;2;52.333959645;1;53;2;2;2;2;4;4;1;5;1
694888;237;3;1;3;52.333959645;2;20;3;2;2;2;4;4;2;;
694888;237;4;1;4;52.333959645;2;2;5;;;;;;;;
694889;237;1;1;1;65.367904781;2;58;1;1;;2;4;4;4;;
694889;237;2;1;2;65.367904781;2;48;7;1;;2;4;4;1;6;1
694889;237;3;1;3;65.367904781;2;26;10;2;2;2;4;1;4;;
694889;237;4;1;4;65.367904781;1;0;10;;;;;;;;
694890;237;1;1;1;92.485856647;1;36;1;2;1;2;2;2;1;6;1
694890;237;2;1;2;92.485856647;2;30;2;2;2;2;2;2;4;;
694890;237;3;1;3;92.485856647;2;10;3;;;;;;;;
694890;237;4;1;4;92.485856647;1;9;3;;;;;;;;
694891;237;1;1;1;74.134394138;1;56;1;2;2;2;4;4;1;6;3
694891;237;2;1;2;74.134394138;2;53;2;1;;2;4;4;1;6;1
694891;237;3;1;3;74.134394138;2;25;3;2;2;2;4;4;1;6;3
694891;237;4;1;4;74.134394138;1;21;3;2;2;2;4;4;3;;
694892;237;1;1;1;98.066427206;2;51;1;2;2;2;4;4;1;6;1
694892;237;2;1;2;98.066427206;1;48;2;2;2;2;4;4;1;3;3
694893;237;1;1;1;81.637211255;1;24;1;2;2;2;4;4;1;1;1
694895;237;1;1;1;69.369311738;1;43;1;1;;2;4;4;1;5;1
694896;237;1;1;1;76.519935539;2;46;1;2;2;2;3;1;1;1;3
694896;237;2;1;2;76.519935539;1;41;2;2;2;2;4;1;1;1;3
694896;237;3;1;3;76.519935539;2;12;3;;;;;;;;
694897;237;1;1;1;63.075855971;2;59;1;2;2;2;4;4;1;1;1
694897;237;2;1;2;63.075855971;2;30;3;2;2;2;4;4;1;1;1
694897;237;3;1;3;63.075855971;1;4;5;;;;;;;;
694900;237;1;1;1;90.324624659;1;52;1;1;;1;4;4;4;;
694902;237;1;1;1;43.692890657;1;93;1;1;;2;4;4;6;;
694902;237;2;1;2;43.692890657;2;80;2;1;;2;4;4;4;;
694902;237;3;1;3;43.692890657;1;55;3;2;2;2;4;4;1;6;1
694902;237;4;1;4;43.692890657;2;23;9;2;1;2;3;3;1;1;1
694902;237;5;1;5;43.692890657;2;2;9;;;;;;;;
694903;237;1;1;1;587.53243603;1;69;1;1;;1;4;4;1;1;1
694903;237;2;1;2;587.53243603;2;57;2;1;;1;4;4;7;;
694903;237;3;1;3;587.53243603;1;40;3;2;2;2;1;1;3;;
694903;237;4;1;4;587.53243603;2;20;3;1;;1;4;4;1;3;3
694904;237;1;1;1;55.049055712;2;70;1;1;;2;4;4;4;;
694904;237;2;1;2;55.049055712;1;5;5;;;;;;;;
694906;237;1;1;1;52.587648609;2;98;1;1;;2;4;4;4;;
694906;237;2;1;2;52.587648609;1;63;3;1;;2;4;4;1;1;1
694907;237;1;1;1;86.968431221;2;68;1;1;;1;4;4;4;;
694907;237;2;1;2;86.968431221;1;40;3;1;;2;4;4;1;6;1
694908;237;1;1;1;71.82969423;1;66;1;2;1;2;3;3;1;1;1
694909;237;1;1;1;81.722022671;2;31;1;2;2;2;4;2;1;6;1
694909;237;2;1;2;81.722022671;1;30;2;2;2;2;4;2;1;6;1
694910;237;1;1;1;68.473500793;1;67;1;1;;1;4;4;1;3;1
694910;237;2;1;2;68.473500793;2;63;2;1;;1;4;4;4;;
694911;237;1;1;1;173.988972;2;61;1;1;;1;4;4;1;2;1
694914;237;1;1;1;54.772107576;2;33;1;2;2;2;3;3;1;1;3
694914;237;2;1;2;54.772107576;1;42;2;2;2;2;4;3;1;6;1
694914;237;3;1;3;54.772107576;2;14;3;;;;;;;;
694914;237;4;1;4;54.772107576;2;5;3;;;;;;;;
694915;237;1;1;1;123.31447553;1;28;1;2;2;2;3;1;1;6;1
694915;237;2;1;2;123.31447553;2;31;2;2;2;2;3;1;4;;
694915;237;3;1;3;123.31447553;2;5;3;;;;;;;;
694915;237;4;1;4;123.31447553;1;2;3;;;;;;;;
694917;237;1;1;1;113.80295407;2;70;1;2;2;2;4;3;4;;
694918;237;1;1;1;105.40870039;2;32;1;2;2;2;4;1;1;7;1
694919;237;1;1;1;123.8214447;2;37;1;1;;2;4;4;4;;
694919;237;2;1;2;123.8214447;1;47;2;2;2;2;4;4;1;7;1
694919;237;3;1;3;123.8214447;1;22;3;2;2;2;4;4;1;6;1
694919;237;4;1;4;123.8214447;1;22;3;2;2;2;4;4;1;6;1
694919;237;5;1;5;123.8214447;1;16;3;2;2;2;4;4;3;;
694920;237;1;1;1;109.00882445;2;36;1;2;2;2;4;2;4;;
694920;237;2;1;2;109.00882445;2;17;3;2;2;2;4;3;4;;
694921;237;1;1;1;73.475954731;2;29;1;2;2;2;2;2;1;1;1
694921;237;2;1;2;73.475954731;1;5;3;;;;;;;;
694921;237;3;1;3;73.475954731;2;3;3;;;;;;;;
694922;237;2;1;2;95.442572908;1;20;3;2;2;2;4;4;1;6;1
694922;237;3;1;3;95.442572908;1;12;3;;;;;;;;
694922;237;1;1;1;95.442572908;1;60;1;2;2;2;4;4;1;4;1
694924;237;4;1;4;69.881906003;2;16;8;2;2;2;4;4;3;;
694924;237;1;1;1;69.881906003;2;26;1;2;2;2;4;4;4;;
694924;237;2;1;2;69.881906003;1;28;2;1;;2;4;4;1;6;1
694924;237;3;1;3;69.881906003;2;10;3;;;;;;;;
694926;237;1;1;1;71.572544991;2;55;1;2;2;2;4;3;1;6;1
694926;237;2;1;2;71.572544991;1;22;3;2;2;2;4;3;2;;
694926;237;3;1;3;71.572544991;2;16;3;2;2;2;4;3;4;;
694927;237;1;1;1;68.28177244;2;57;1;2;2;2;4;4;5;;
694928;237;1;1;1;82.782084164;1;58;1;2;2;2;4;4;1;6;1
694928;237;2;1;2;82.782084164;2;58;2;2;2;2;4;4;7;;
694928;237;3;1;3;82.782084164;1;32;3;2;2;2;4;4;1;1;3
694929;237;1;1;1;64.682611601;2;31;1;2;2;2;4;2;1;6;3
694930;237;1;1;1;60.116690234;2;38;1;2;2;2;4;4;2;;
694930;237;2;1;2;60.116690234;2;12;3;;;;;;;;
694930;237;3;1;3;60.116690234;1;11;3;;;;;;;;
694931;237;1;1;1;70.021160253;1;29;1;1;;2;4;1;1;1;1
694931;237;2;1;2;70.021160253;2;28;2;2;2;2;4;1;1;1;1
694931;237;3;1;3;70.021160253;2;8;3;;;;;;;;
694931;237;4;1;4;70.021160253;2;1;3;;;;;;;;
694932;237;1;1;1;64.682611601;2;40;1;2;2;2;1;1;4;;
694935;237;1;1;1;124.7455458;2;59;1;2;2;2;4;3;6;;
694936;237;1;1;1;125.08053413;1;39;1;2;2;2;3;3;1;6;3
694936;237;2;1;2;125.08053413;2;43;2;2;2;2;4;3;4;;
694936;237;3;1;3;125.08053413;2;12;3;;;;;;;;
694936;237;4;1;4;125.08053413;2;4;3;;;;;;;;
694937;237;1;1;1;125.08053413;2;30;1;2;2;2;2;2;1;6;1
694937;237;2;1;2;125.08053413;1;35;2;2;2;2;2;2;1;6;3
694937;237;3;1;3;125.08053413;2;8;3;;;;;;;;
694937;237;4;1;4;125.08053413;2;6;3;;;;;;;;
694938;237;1;1;1;94.038995081;2;42;1;2;2;2;4;4;4;;
694938;237;2;1;2;94.038995081;2;78;6;2;2;2;4;4;4;;
694938;237;3;1;3;94.038995081;1;26;3;2;2;2;4;4;1;6;1
694940;237;1;1;1;93.937221381;2;56;1;2;2;2;4;2;1;2;1
694940;237;2;1;2;93.937221381;1;20;3;2;2;2;4;4;1;6;3
694941;237;1;1;1;66.571516171;2;33;1;1;;2;4;4;1;1;1
694941;237;2;1;2;66.571516171;2;11;3;;;;;;;;
694941;237;3;1;3;66.571516171;2;11;3;;;;;;;;
694942;237;1;1;1;108.38954959;1;53;1;2;1;2;4;4;1;3;3
694943;237;1;1;1;98.728361206;1;31;1;2;2;2;4;4;1;6;1
694943;237;2;1;2;98.728361206;2;26;2;2;2;2;4;4;4;;
694943;237;3;1;3;98.728361206;1;3;3;;;;;;;;
694944;237;1;1;1;127.53573887;1;25;1;2;1;1;2;2;2;;
694944;237;2;1;2;127.53573887;2;23;2;2;2;2;2;2;1;6;1
694945;237;1;1;1;105.03174038;1;35;1;2;2;2;1;1;1;6;1
694945;237;2;1;2;105.03174038;2;28;2;2;2;2;1;1;1;1;1
694945;237;3;1;3;105.03174038;2;14;3;;;;;;;;
694945;237;4;1;4;105.03174038;2;5;3;;;;;;;;
694946;237;1;1;1;105.78554968;1;63;1;2;1;2;4;3;1;3;3
694948;237;1;1;1;113.50536952;1;26;1;2;2;2;4;2;1;4;1
694948;237;2;1;2;113.50536952;2;26;2;2;2;2;4;2;4;;
694948;237;3;1;3;113.50536952;1;6;3;;;;;;;;
694948;237;4;1;4;113.50536952;2;2;3;;;;;;;;
694949;237;1;1;1;88.259784485;1;52;1;2;2;2;4;4;1;6;1
694949;237;2;1;2;88.259784485;2;49;2;2;2;2;4;4;4;;
694950;237;1;1;1;44.339534641;1;34;1;2;2;2;4;4;1;4;1
694950;237;2;1;2;44.339534641;1;64;6;2;2;2;4;4;1;4;1
694950;237;3;1;3;44.339534641;2;35;7;2;2;2;4;4;1;4;1
694950;237;5;1;5;44.339534641;2;28;7;2;2;2;4;4;1;6;1
694950;237;6;1;6;44.339534641;2;25;7;2;2;2;4;4;4;;
694950;237;7;1;7;44.339534641;2;3;8;;;;;;;;
694950;237;4;1;4;44.339534641;2;8;8;;;;;;;;
694950;237;8;1;8;44.339534641;2;1;8;;;;;;;;
694950;237;9;1;9;44.339534641;2;1;8;;;;;;;;
694953;237;1;1;1;61.508232529;2;37;1;2;2;2;2;2;1;1;1
694953;237;2;1;2;61.508232529;2;16;3;2;2;2;2;2;3;;
694953;237;3;1;3;61.508232529;2;2;3;;;;;;;;
694957;237;1;1;1;86.313629134;2;51;1;2;2;2;4;2;2;;
694957;237;2;1;2;86.313629134;1;20;10;2;2;2;1;1;3;;
694958;237;1;1;1;81.575132907;1;71;1;2;2;2;4;2;1;6;1
694958;237;2;1;2;81.575132907;2;65;2;2;2;2;4;2;1;6;1
694958;237;3;1;3;81.575132907;1;7;8;;;;;;;;
694959;237;1;1;1;106.74728369;1;54;1;2;2;2;4;2;1;6;1
694962;237;1;1;1;170.7044311;2;55;1;1;;2;4;3;1;6;1
694964;237;1;1;1;216.77909918;1;43;1;2;2;2;4;2;1;6;1
694966;237;1;1;1;218.10296718;1;37;1;2;2;2;3;3;1;6;1
694966;237;2;1;2;218.10296718;1;14;3;;;;;;;;
694967;237;1;1;1;79.233622346;1;60;1;1;;2;4;4;1;8;1
694967;237;2;1;2;79.233622346;2;55;2;2;2;2;4;4;1;2;1
694969;237;1;1;1;94.615341017;1;37;1;1;;2;3;2;1;6;3
694969;237;2;1;2;94.615341017;2;9;3;;;;;;;;
694969;237;3;1;3;94.615341017;2;56;6;1;;2;3;2;4;;
694970;237;1;1;1;68.850935886;1;55;1;2;2;2;4;4;5;;
694970;237;2;1;2;68.850935886;2;54;2;2;2;2;4;4;1;2;1
694970;237;3;1;3;68.850935886;2;20;3;2;2;2;4;4;1;6;1
694971;237;1;1;1;94.564054805;2;38;1;1;;1;4;4;4;;
694971;237;2;1;2;94.564054805;1;41;2;1;;1;4;4;1;6;1
694973;237;1;1;1;110.18988447;2;66;1;1;;1;4;4;4;;
694973;237;2;1;2;110.18988447;1;32;3;2;2;2;4;4;1;6;1
694973;237;3;1;3;110.18988447;1;16;5;2;2;2;4;4;3;;
694973;237;4;1;4;110.18988447;1;14;5;;;;;;;;
694973;237;5;1;5;110.18988447;1;8;5;;;;;;;;
694974;237;1;1;1;68.850935886;1;55;1;1;;1;4;4;1;4;1
