DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3105;P1361S20;P1361S14;P1361S21;P1361S3;P1361S4;P1361S5;P1361S22;P1361S23;P1361S7;P1361S11;P1361S24;P1361S12;P1361S13;P3106;P3502;P3107;P1358S16;P1358S13;P1358S17;P1358S3;P1358S4;P1358S5;P1358S18;P1358S19;P1358S7;P1358S12;P1358S20;P1358S10;P3108;P564;P3109S1;P3109S2;P3109S3;P3109S4;P3109S5;P3109S6;P3109S7;P3109S16;P3109S17;P3109S9;P3109S10;P3109S11;P3109S12;P3109S13;P3109S18;P3109S14;P3109S15;P3111S1;P3111S2;P3111S3;P3111S4;P3111S5;P3111S6;P3111S7;P3111S8;P3111S9;P3112S1;P3112S2;P3112S3;P3112S4;P3112S5;P3112S6;P3112S7;P3112S8;P3112S9;P3112S10;P3112S11;P3112S16;P3112S14;P3112S15;P1353S1;P1353S2;P1353S3;P1353S4;P1353S5;P1353S6;P3302S1;P3302S9;P3302S4;P3302S5;P3302S7;P3302S8;P3503S1;P3503S2;P3503S3;P3503S4;P3503S5;P3503S6
647719;237;2;1;2;451.92763679;3;2;2;1;2;1;2;2;2;2;2;2;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;4;3;3;;3;3;;1;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;4;3;3;3;4
647720;237;1;1;1;1118.1159134;3;2;2;2;2;1;2;2;2;1;2;2;;;3;3;3;2;2;2;2;2;1;2;2;1;2;2;2;2;1;;1;;;;;;;;;;;;;;;;1;3;2;2;2;3;;3;2;;;;1;1;;;;1;1;;;;;2;2;2;2;2;2;9;9;9;9;9;9;5;5;5;5;5;5
647720;237;2;1;2;1118.1159134;3;2;2;2;2;1;2;2;2;2;2;2;;;2;3;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;;2;5;;;;1;1;;1;;;;;;;;2;2;2;2;2;2;9;9;9;9;9;9;5;5;5;5;5;5
647720;237;3;1;3;1118.1159134;3;2;2;2;2;1;2;2;2;2;2;2;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;1;2;2;2;2;3;;2;2;;;;;1;;1;;;1;;;;;2;2;2;2;2;2;9;9;9;9;9;9;5;5;5;5;5;5
647721;237;1;1;1;451.92763679;3;2;2;2;2;1;2;2;2;2;2;2;;;3;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;3;2;2;2;2;3;;2;5;;;1;;1;;1;1;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647721;237;2;1;2;451.92763679;3;2;2;2;2;1;2;2;2;2;2;2;;;3;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;3;2;2;2;2;3;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647721;237;3;1;3;451.92763679;3;2;2;2;2;1;2;2;2;2;2;2;;;3;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;;2;2;;;;;1;;;;1;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647722;237;1;1;1;574.94809926;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;2;2;3;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;5;4;5
647722;237;2;1;2;574.94809926;2;;;;;;;;;;;;;;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;2;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;4;1;3;4
647723;237;1;1;1;1202.8910136;4;1;2;1;2;1;1;2;2;1;2;2;;;4;4;4;2;2;1;2;1;1;2;2;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;1;5;3;2;3;3;;4;5;1;1;1;1;1;1;1;;;;1;1;;;2;2;1;2;1;2;2;2;2;2;2;2;5;5;5;5;5;5
647723;237;2;1;2;1202.8910136;4;2;2;1;1;1;1;2;2;1;2;2;;;3;3;3;2;2;1;1;1;1;2;2;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;3;5;3;3;3;3;;3;5;1;1;1;1;1;1;1;;;1;1;1;;;2;2;1;1;1;2;2;2;2;2;2;2;5;5;5;5;5;5
647723;237;3;1;3;1202.8910136;3;2;2;1;1;1;1;2;2;1;2;2;;;3;3;3;2;2;1;1;1;1;2;2;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;3;5;1;1;1;1;1;1;1;;;;1;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647724;237;1;1;1;962.24827977;2;;;;;;;;;;;;;;5;1;3;2;2;1;2;1;2;2;1;1;1;2;2;3;2;;;;;;;;;;;;;;;;;;1;2;3;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;1;1;2;2;2;2;2;2;5;4;4;5;5;5
647724;237;2;1;2;962.24827977;2;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;2;1;;1;;;;;1;;;;;;;;;;;2;5;5;2;5;2;;3;5;;1;;1;;;;;;;;1;;;1;2;1;2;1;2;2;2;2;2;2;2;3;5;3;4;2;3
647724;237;3;1;3;962.24827977;2;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;2;1;;1;1;1;;;1;;;1;;;1;;;;;2;2;2;2;2;2;;3;5;;;1;;;;;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;2;5;5
647724;237;4;1;4;962.24827977;2;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;5;5;2;5;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647725;237;3;1;3;601.2718683;2;;;;;;;;;;;;;;3;2;3;1;2;1;1;1;2;2;2;2;2;2;2;3;1;;1;;;;;;1;;;;;;;;;;2;3;2;3;4;3;;3;5;1;1;;1;1;1;;;;;;1;;;1;2;2;2;2;2;1;1;2;2;2;2;5;5;2;3;5;5
647725;237;1;1;1;601.2718683;3;1;2;1;2;2;2;2;2;2;2;2;;;4;2;3;2;2;1;1;1;2;2;1;2;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;2;2;3;3;3;;4;5;;1;1;1;1;;;;;;;1;;;1;2;1;2;2;2;1;1;2;2;2;2;4;3;1;3;5;5
647725;237;2;1;2;601.2718683;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;4;4;5;5;3;4
647726;237;1;1;1;775.70035657;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;1;2;2;1;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;5;;1;1;1;1;;;;;;;1;;;1;2;1;2;2;2;9;9;9;9;9;9;5;3;3;3;5;5
647726;237;2;1;2;775.70035657;3;2;2;1;2;1;2;2;2;2;2;2;;;2;2;3;2;2;1;2;1;2;1;1;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;5;;1;;;;;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;4;2;3;3;3;3
647727;237;1;1;1;654.2121073;2;;;;;;;;;;;;;;3;3;3;1;1;2;1;1;1;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;3;5;1;1;1;1;1;;1;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;5;3;3;1;5;5
647728;237;1;1;1;795.14079882;1;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;5;1;5;5;2;;5;5;;1;1;1;1;1;;1;1;1;1;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;4;5;5;5
647728;237;2;1;2;795.14079882;2;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;1;5;5;5;5;3;;5;5;;1;1;1;1;;;1;1;1;1;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647728;237;3;1;3;795.14079882;1;;;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;1;5;5;5;1;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;3;2;5;3
647729;237;1;1;1;682.6931928;3;2;2;1;1;2;1;2;2;1;2;2;;;3;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;3;5;3;3;5;3;;3;5;;1;;1;1;1;1;;;1;1;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;3;1;1;5;5
647729;237;2;1;2;682.6931928;3;2;2;1;1;2;1;2;2;1;2;2;;;3;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;2;;3;5;;;;1;1;1;1;;;;1;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;3;1;1;5;5
647729;237;3;1;3;682.6931928;3;2;2;1;1;1;1;2;2;1;2;1;;;3;3;3;2;2;1;1;1;1;2;1;1;1;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;5;3;;1;;;1;1;;;;;1;1;;;1;2;1;2;1;2;2;2;2;2;2;2;5;5;5;5;5;5
647730;237;1;1;1;573.58411;3;2;2;1;1;2;1;2;2;1;2;1;;;3;3;3;2;2;1;1;2;1;1;1;1;1;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;3;1;1;1;1;1;1;1;;1;1;1;1;;;2;2;2;2;2;2;2;2;2;2;2;2;9;5;1;1;5;5
647730;237;2;1;2;573.58411;3;2;2;1;1;1;1;2;2;1;2;1;;;3;3;3;2;2;1;1;1;1;2;1;1;1;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;3;1;1;1;1;1;1;1;;;;1;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;5;1;1;5;5
647731;237;1;1;1;997.25704539;3;2;2;1;1;1;2;2;2;1;2;1;;;3;2;3;2;2;1;1;1;2;2;1;1;1;1;1;3;1;;;;;;;;;;;1;;;;;;;3;4;4;2;4;3;;4;5;;;;;;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;4;5;5;1;5;5
647731;237;2;1;2;997.25704539;2;;;;;;;;;;;;;;5;5;3;1;1;2;1;1;1;2;2;1;1;1;1;2;1;;;;;;;;;;;;;;;;;2;1;5;5;3;5;4;;5;5;1;1;1;1;1;;1;;;1;;1;;;1;2;1;2;2;2;1;2;2;2;2;2;3;3;2;1;5;5
647731;237;3;1;3;997.25704539;2;;;;;;;;;;;;;;5;5;4;2;2;1;1;1;1;2;1;1;1;2;2;2;1;;1;1;;;;;;;;;;;;;1;;4;5;5;5;5;3;;5;5;;;1;1;1;;;1;1;1;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;3;5;4;5;3;3
647732;237;1;1;1;654.2121073;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;;5;5;;1;;;;;;;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;3;4;5;5;5
647733;237;1;1;1;1307.492992;3;2;2;1;1;1;1;1;1;1;2;1;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;3;3;;3;5;1;1;;1;1;;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;1;5;1;2;4;5
647733;237;2;1;2;1307.492992;3;2;2;1;1;1;1;1;1;1;2;2;;;5;3;3;2;2;1;1;1;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;5;2;2;3;4;;3;5;;1;;1;;;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;4;5;3;1;5;5
647733;237;3;1;3;1307.492992;3;2;2;1;2;1;1;2;2;2;2;1;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;3;3;3;;3;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;5;4;1;3;4
647733;237;4;1;4;1307.492992;3;2;2;1;2;1;2;2;1;1;2;2;;;5;3;3;2;2;1;1;1;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;2;2;2;5;3;;3;5;;;;1;;;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647735;237;1;1;1;637.31567777;3;2;2;1;1;1;1;2;1;1;2;1;;;3;3;3;1;2;1;1;1;1;2;2;1;1;2;2;1;2;;;;;;;;;;;;;;;;;;3;3;3;4;4;3;;5;3;;;;;1;1;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;5;9;5;5;5;5
647735;237;2;1;2;637.31567777;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;3;3;2;2;3;;5;3;;1;;;;1;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;9;9;9;9;9;9
647736;237;1;1;1;840.97115899;4;2;2;1;1;2;2;2;1;1;2;2;;;3;3;4;2;2;1;1;1;1;1;1;1;1;1;1;1;1;;1;;;;;;;;;;;;;;;;1;2;3;3;3;3;;1;3;;;;;;1;;;;;;;;;1;1;1;2;1;2;2;2;2;2;2;2;5;5;1;1;4;5
647737;237;1;1;1;717.54186244;1;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;2;1;;;;;;;;1;;;;;;;;;;1;5;3;2;5;2;;3;5;;1;1;;1;;1;1;;1;;1;;;1;2;1;2;2;2;1;2;2;2;2;2;4;5;3;3;2;4
647737;237;2;1;2;717.54186244;2;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;1;1;5;5;1;;5;2;;;;;;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;1;2;4;5;5;9;4;4
647738;237;2;1;2;1036.4921876;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;2;;3;5;;1;;1;1;1;1;;;;;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;4;4;5;5
647738;237;1;1;1;1036.4921876;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;3;1;1;;;;;;;;;;1;;;;;;;2;5;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;1;2;2;2;2;2;4;5;5;3;5;5
647739;237;1;1;1;798.16395095;2;;;;;;;;;;;;;;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;;1;1;1;;;1;;;;1;;;;;;;1;5;2;5;4;1;;5;5;1;;;;;;;;;;;1;;;1;1;1;1;2;1;1;1;2;2;2;2;5;5;3;1;3;4
647739;237;2;1;2;798.16395095;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;3;3;5;2;;5;5;;1;;1;1;;;;;;;1;;;2;2;2;2;2;2;1;1;2;2;2;2;5;5;5;5;5;5
647740;237;1;1;1;1209.0189619;4;1;2;1;2;1;1;1;2;1;2;1;;;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;;1;1;;;;;1;;;;;;;2;3;3;3;3;3;;4;3;;;;1;;1;;;;;;1;;;1;2;1;1;2;1;1;2;2;2;1;2;4;4;1;1;5;5
647740;237;2;1;2;1209.0189619;3;2;2;1;1;1;1;1;2;1;2;1;;;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;3;3;3;5;4;3;;5;3;1;;;1;1;1;;;;;;;;;1;1;1;2;1;2;2;2;2;2;2;2;4;5;1;1;1;5
647741;237;1;1;1;899.54164754;4;1;2;1;1;1;2;1;2;1;2;2;;;4;3;3;2;2;1;1;1;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;3;5;5;3;5;3;;4;5;;1;1;1;;;;;;;;1;;;1;1;1;2;2;2;2;1;2;1;2;2;5;4;5;5;5;5
647742;237;1;1;1;1056.5216052;3;2;2;1;1;1;2;2;2;1;2;2;;;4;3;3;2;2;1;1;1;2;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;3;3;3;3;5;3;;4;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
647742;237;2;1;2;1056.5216052;3;2;2;1;1;2;2;2;2;1;2;2;;;5;3;3;2;2;1;1;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;3;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;4;4;5;5;5
647742;237;3;1;3;1056.5216052;3;2;2;1;1;1;2;2;2;2;2;2;;;4;4;3;2;2;1;2;2;2;2;2;1;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;3;4;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;5;3;5;5
647742;237;4;1;4;1056.5216052;4;2;2;1;1;1;2;2;2;2;2;2;;;5;5;4;2;2;1;1;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;4;;4;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;9;9;9;9;9;9;3;1;3;1;3;3
647743;237;1;1;1;699.31378618;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;2;3;5;3;3;3;;5;3;;;;;;1;;;;;;;;;1;1;1;1;2;2;2;2;2;2;2;2;5;5;1;3;5;5
647743;237;2;1;2;699.31378618;3;2;2;1;1;1;1;2;1;1;2;1;;;3;3;2;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;3;4;;;;;;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;5;5;1;1;5;5
647744;237;1;1;1;875.77356812;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;3;3;4;5
647744;237;2;1;2;875.77356812;1;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;5;3;5;5
647745;237;1;1;1;544.45193009;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;3;2;3;2;;5;3;;;;;;1;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647746;237;1;1;1;436.82773326;3;2;2;1;1;1;2;2;2;2;2;2;;;5;2;3;2;2;1;1;1;1;1;1;1;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;5;3;3;5;3;;3;5;;1;;;;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;3;3;3;3;3;5
647746;237;2;1;2;436.82773326;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;1;3;2;3;3;3;;3;5;;;;;1;1;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;3;5;5
647747;237;1;1;1;136.70779931;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;2;2;1;2;2;;2;5;;1;;;;1;;;;;;;;;1;2;1;2;2;1;2;2;2;2;2;2;4;4;3;1;5;5
647747;237;2;1;2;136.70779931;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;4;4;5;5
647747;237;3;1;3;136.70779931;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;1;1;1;2;1;;1;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;5;5;4;5;5
647747;237;4;1;4;136.70779931;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;5;1;1;5;4
647748;237;1;1;1;165.16655664;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;2;5;2;2;3;2;;5;5;1;1;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;4;4;4;3
647749;237;1;1;1;111.76214519;2;;;;;;;;;;;;;;5;2;3;2;2;1;1;1;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;1;1;;;;;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2
647749;237;2;1;2;111.76214519;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;1;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;5;2;3;3;2;;5;5;1;1;;1;;;;;;;;1;;;1;1;1;2;2;2;1;2;2;2;2;2;3;3;1;1;3;3
647750;237;2;1;2;143.29338507;2;;;;;;;;;;;;;;2;2;3;2;2;2;1;1;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;5;2;2;3;3;;5;5;1;;;;;;;;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3
647750;237;3;1;3;143.29338507;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;1;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;2;2;3;3;3;;5;3;1;;;;;;;;;;;1;;;1;1;1;2;2;2;1;2;2;2;2;2;4;4;2;3;3;4
647750;237;4;1;4;143.29338507;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;2;2;2;2;2;2;2;1;1;;1;1;;;;;;;;;;;;;;;2;2;3;3;3;3;;5;3;1;;;;;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;5;2;2;3;3
647750;237;5;1;5;143.29338507;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;2;2;9;3;9
647750;237;1;1;1;143.29338507;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;5;2;2;5;2;;5;5;;1;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;4;4;2;2;3;3
647751;237;1;1;1;149.95286528;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647751;237;2;1;2;149.95286528;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
647752;237;1;1;1;145.40192668;2;;;;;;;;;;;;;;2;2;3;2;2;2;1;2;1;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;5;2;2;3;2;;5;5;;1;;;;1;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4
647753;237;1;1;1;111.76214519;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;3;2;;5;5;1;;;;;;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;4;4;3;3;3;3
647753;237;2;1;2;111.76214519;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;5;2;3;3;2;;5;5;1;1;;;;;;;;;;1;;;1;1;1;2;2;2;1;1;2;2;2;2;4;4;2;2;3;3
647754;237;1;1;1;177.32180256;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;2;1;2;2;2;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;5;3;2;3;3;;5;5;;1;;;;1;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;3;4;3;9;3;4
647754;237;2;1;2;177.32180256;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;2;1;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;5;3;2;3;3;;5;3;;;;1;;1;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;4;4;3;4;4;4
647755;237;1;1;1;887.81889765;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;2;5;;;;;;;;;;;;;;2;2;1;1;1;2;1;1;2;2;2;2;2;5;3;4;5;5;5
647755;237;2;1;2;887.81889765;2;;;;;;;;;;;;;;5;1;3;2;2;1;1;1;1;2;2;2;2;2;2;1;1;1;;;;;;;;;;;;;;;;;1;3;5;5;5;4;;5;5;;;;;;;;;;;;;;2;2;1;1;2;2;2;9;9;9;9;9;9;5;1;2;4;3;4
647755;237;3;1;3;887.81889765;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;4;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;3;3;2;2;1;2
647756;237;1;1;1;791.50776699;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;2;2;;2;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
647756;237;3;2;1;791.50776699;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;3;4;2;4;3;;3;5;;1;;;1;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;5;5;3;2;5;5
647756;237;4;3;1;791.50776699;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;3;2;2;;2;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;1;1;2;2;2;2;4;5;4;2;3;4
647757;237;1;1;1;487.61976587;3;2;2;2;2;1;1;2;2;1;2;1;;;3;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;3;3;3;3;3;;3;5;;;1;;;;;;;;;;;;1;2;1;2;2;1;2;2;2;2;2;2;5;5;3;5;5;5
647757;237;2;1;2;487.61976587;3;2;2;2;1;1;1;2;2;1;2;1;;;3;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;3;5;;;1;;1;;;;;;;;;;1;2;1;2;2;1;2;2;2;2;2;2;5;5;3;3;5;5
